match_id,season,grade,round_type,round,full_round,match_date,home_team_id,away_team_id,home_goals,away_goals,status
,2023,first_grade,regular,4,Round 4,2023-04-29 05:00:00,West Pennant Hills Cherrybrook FC,Pennant Hills FC,3,2,complete
,2023,first_grade,regular,4,Round 4,2023-04-29 05:00:00,Normanhurst Eagles FC,West Ryde Rovers FC,4,0,complete
,2023,first_grade,regular,4,Round 4,2023-04-29 05:00:00,Hills Hawks FC,Macquarie Dragons FC,1,2,complete
,2023,reserve_grade,regular,5,Round 5,2023-05-06 03:00:00,Epping Eastwood FC,Eastwood St Andrews FC,4,1,complete
,2023,reserve_grade,regular,5,Round 5,2023-05-06 03:00:00,Pennant Hills FC,St Patrick's FC,2,1,complete
,2023,reserve_grade,regular,5,Round 5,2023-05-06 03:00:00,Ryde Saints United FC,Normanhurst Eagles FC,0,1,complete
,2023,reserve_grade,regular,5,Round 5,2023-05-06 03:00:00,Macquarie Dragons FC,West Pennant Hills Cherrybrook FC,1,1,complete
,2023,reserve_grade,regular,5,Round 5,2023-05-06 03:00:00,West Ryde Rovers FC,Hills Hawks FC,2,1,complete
,2023,first_grade,regular,5,Round 5,2023-05-06 05:00:00,Epping Eastwood FC,Eastwood St Andrews FC,5,3,complete
,2023,first_grade,regular,5,Round 5,2023-05-06 05:00:00,Pennant Hills FC,St Patrick's FC,0,1,complete
,2023,first_grade,regular,5,Round 5,2023-05-06 05:00:00,Ryde Saints United FC,Normanhurst Eagles FC,0,2,complete
,2023,first_grade,regular,5,Round 5,2023-05-06 05:00:00,Macquarie Dragons FC,West Pennant Hills Cherrybrook FC,1,1,complete
,2023,first_grade,regular,5,Round 5,2023-05-06 05:00:00,West Ryde Rovers FC,Hills Hawks FC,5,2,complete
,2023,reserve_grade,regular,6,Round 6,2023-05-13 03:00:00,St Patrick's FC,Macquarie Dragons FC,1,3,complete
,2023,reserve_grade,regular,6,Round 6,2023-05-13 03:00:00,Hills Hawks FC,Ryde Saints United FC,5,1,complete
,2023,first_grade,regular,6,Round 6,2023-05-13 05:00:00,Pennant Hills FC,Epping Eastwood FC,1,0,complete
,2023,first_grade,regular,6,Round 6,2023-05-13 05:00:00,Normanhurst Eagles FC,Eastwood St Andrews FC,1,0,complete
,2023,first_grade,regular,6,Round 6,2023-05-13 05:00:00,St Patrick's FC,Macquarie Dragons FC,1,0,complete
,2023,first_grade,regular,6,Round 6,2023-05-13 05:00:00,Hills Hawks FC,Ryde Saints United FC,2,1,complete
,2023,reserve_grade,regular,6,Round 6,2023-05-23 10:00:00,Normanhurst Eagles FC,Eastwood St Andrews FC,1,0,complete
,2023,reserve_grade,regular,6,Round 6,2023-05-30 09:00:00,West Pennant Hills Cherrybrook FC,West Ryde Rovers FC,1,4,complete
,2023,first_grade,regular,6,Round 6,2023-05-30 09:30:00,West Pennant Hills Cherrybrook FC,West Ryde Rovers FC,3,0,complete
,2023,reserve_grade,regular,6,Round 6,2023-06-19 09:45:00,Pennant Hills FC,Epping Eastwood FC,2,1,complete
,2023,reserve_grade,regular,7,Round 7,2023-05-20 03:00:00,Epping Eastwood FC,Normanhurst Eagles FC,2,1,complete
,2023,reserve_grade,regular,7,Round 7,2023-05-20 03:00:00,Macquarie Dragons FC,Pennant Hills FC,1,3,complete
,2023,reserve_grade,regular,7,Round 7,2023-05-20 03:00:00,Eastwood St Andrews FC,Hills Hawks FC,0,2,complete
,2023,reserve_grade,regular,7,Round 7,2023-05-20 03:00:00,West Ryde Rovers FC,St Patrick's FC,4,3,complete
,2023,reserve_grade,regular,7,Round 7,2023-05-20 03:00:00,Ryde Saints United FC,West Pennant Hills Cherrybrook FC,1,3,complete
,2023,first_grade,regular,7,Round 7,2023-05-20 05:00:00,Epping Eastwood FC,Normanhurst Eagles FC,0,0,complete
,2023,first_grade,regular,7,Round 7,2023-05-20 05:00:00,Macquarie Dragons FC,Pennant Hills FC,3,2,complete
,2023,first_grade,regular,7,Round 7,2023-05-20 05:00:00,Eastwood St Andrews FC,Hills Hawks FC,0,5,complete
,2023,first_grade,regular,7,Round 7,2023-05-20 05:00:00,West Ryde Rovers FC,St Patrick's FC,2,1,complete
,2023,first_grade,regular,7,Round 7,2023-05-20 05:00:00,Ryde Saints United FC,West Pennant Hills Cherrybrook FC,0,1,complete
,2023,reserve_grade,regular,8,Round 8,2023-05-27 03:00:00,Macquarie Dragons FC,Epping Eastwood FC,2,1,complete
,2023,reserve_grade,regular,8,Round 8,2023-05-27 03:00:00,Hills Hawks FC,Normanhurst Eagles FC,1,0,complete
,2023,reserve_grade,regular,8,Round 8,2023-05-27 03:00:00,Pennant Hills FC,West Ryde Rovers FC,2,5,complete
,2023,reserve_grade,regular,8,Round 8,2023-05-27 03:00:00,West Pennant Hills Cherrybrook FC,Eastwood St Andrews FC,4,2,complete
,2023,reserve_grade,regular,8,Round 8,2023-05-27 03:00:00,St Patrick's FC,Ryde Saints United FC,4,1,complete
,2023,first_grade,regular,8,Round 8,2023-05-27 05:00:00,Macquarie Dragons FC,Epping Eastwood FC,2,2,complete
,2023,first_grade,regular,8,Round 8,2023-05-27 05:00:00,Hills Hawks FC,Normanhurst Eagles FC,1,1,complete
,2023,first_grade,regular,8,Round 8,2023-05-27 05:00:00,Pennant Hills FC,West Ryde Rovers FC,0,2,complete
,2023,first_grade,regular,8,Round 8,2023-05-27 05:00:00,West Pennant Hills Cherrybrook FC,Eastwood St Andrews FC,7,1,complete
,2023,first_grade,regular,8,Round 8,2023-05-27 05:00:00,St Patrick's FC,Ryde Saints United FC,3,1,complete
,2023,reserve_grade,regular,9,Round 9,2023-06-03 03:00:00,Epping Eastwood FC,Hills Hawks FC,1,1,complete
,2023,reserve_grade,regular,9,Round 9,2023-06-03 03:00:00,West Ryde Rovers FC,Macquarie Dragons FC,1,2,complete
,2023,reserve_grade,regular,9,Round 9,2023-06-03 03:00:00,Normanhurst Eagles FC,West Pennant Hills Cherrybrook FC,1,2,complete
,2023,reserve_grade,regular,9,Round 9,2023-06-03 03:00:00,Ryde Saints United FC,Pennant Hills FC,1,6,complete
,2023,reserve_grade,regular,9,Round 9,2023-06-03 03:00:00,Eastwood St Andrews FC,St Patrick's FC,0,2,complete
,2023,first_grade,regular,9,Round 9,2023-06-03 05:00:00,Epping Eastwood FC,Hills Hawks FC,3,2,complete
,2023,first_grade,regular,9,Round 9,2023-06-03 05:00:00,West Ryde Rovers FC,Macquarie Dragons FC,2,1,complete
,2023,first_grade,regular,9,Round 9,2023-06-03 05:00:00,Normanhurst Eagles FC,West Pennant Hills Cherrybrook FC,0,1,complete
,2023,first_grade,regular,9,Round 9,2023-06-03 05:00:00,Ryde Saints United FC,Pennant Hills FC,2,0,complete
,2023,first_grade,regular,9,Round 9,2023-06-03 05:00:00,Eastwood St Andrews FC,St Patrick's FC,3,2,complete
,2023,reserve_grade,regular,10,Round 10,2023-06-10 03:00:00,Epping Eastwood FC,West Ryde Rovers FC,0,2,complete
,2023,reserve_grade,regular,10,Round 10,2023-06-10 03:00:00,Hills Hawks FC,West Pennant Hills Cherrybrook FC,1,3,complete
,2023,reserve_grade,regular,10,Round 10,2023-06-10 03:00:00,Ryde Saints United FC,Macquarie Dragons FC,2,5,complete
,2023,reserve_grade,regular,10,Round 10,2023-06-10 03:00:00,St Patrick's FC,Normanhurst Eagles FC,0,5,complete
,2023,reserve_grade,regular,10,Round 10,2023-06-10 03:00:00,Eastwood St Andrews FC,Pennant Hills FC,0,4,complete
,2023,first_grade,regular,10,Round 10,2023-06-10 05:00:00,Epping Eastwood FC,West Ryde Rovers FC,3,2,complete
,2023,first_grade,regular,10,Round 10,2023-06-10 05:00:00,Hills Hawks FC,West Pennant Hills Cherrybrook FC,1,3,complete
,2023,first_grade,regular,10,Round 10,2023-06-10 05:00:00,Ryde Saints United FC,Macquarie Dragons FC,0,2,complete
,2023,first_grade,regular,10,Round 10,2023-06-10 05:00:00,St Patrick's FC,Normanhurst Eagles FC,1,1,complete
,2023,first_grade,regular,10,Round 10,2023-06-10 05:00:00,Eastwood St Andrews FC,Pennant Hills FC,3,2,complete
,2023,reserve_grade,regular,11,Round 11,2023-06-12 03:00:00,Epping Eastwood FC,West Pennant Hills Cherrybrook FC,1,1,complete
,2023,reserve_grade,regular,11,Round 11,2023-06-12 03:00:00,West Ryde Rovers FC,Ryde Saints United FC,5,1,complete
,2023,reserve_grade,regular,11,Round 11,2023-06-12 03:00:00,St Patrick's FC,Hills Hawks FC,3,2,complete
,2023,reserve_grade,regular,11,Round 11,2023-06-12 03:00:00,Macquarie Dragons FC,Eastwood St Andrews FC,1,0,complete
,2023,reserve_grade,regular,11,Round 11,2023-06-12 03:00:00,Pennant Hills FC,Normanhurst Eagles FC,2,0,complete
,2023,first_grade,regular,11,Round 11,2023-06-12 05:00:00,Epping Eastwood FC,West Pennant Hills Cherrybrook FC,0,3,complete
,2023,first_grade,regular,11,Round 11,2023-06-12 05:00:00,West Ryde Rovers FC,Ryde Saints United FC,3,1,complete
,2023,first_grade,regular,11,Round 11,2023-06-12 05:00:00,St Patrick's FC,Hills Hawks FC,0,3,complete
,2023,first_grade,regular,11,Round 11,2023-06-12 05:00:00,Macquarie Dragons FC,Eastwood St Andrews FC,0,1,complete
,2023,first_grade,regular,11,Round 11,2023-06-12 05:00:00,Pennant Hills FC,Normanhurst Eagles FC,0,0,complete
,2023,reserve_grade,regular,12,Round 12,2023-06-17 03:00:00,Ryde Saints United FC,Epping Eastwood FC,0,4,complete
,2023,reserve_grade,regular,12,Round 12,2023-06-17 03:00:00,West Pennant Hills Cherrybrook FC,St Patrick's FC,1,3,complete
,2023,reserve_grade,regular,12,Round 12,2023-06-17 03:00:00,Eastwood St Andrews FC,West Ryde Rovers FC,0,4,complete
,2023,reserve_grade,regular,12,Round 12,2023-06-17 03:00:00,Hills Hawks FC,Pennant Hills FC,1,0,complete
,2023,reserve_grade,regular,12,Round 12,2023-06-17 03:00:00,Normanhurst Eagles FC,Macquarie Dragons FC,0,2,complete
,2023,first_grade,regular,12,Round 12,2023-06-17 05:00:00,Ryde Saints United FC,Epping Eastwood FC,0,1,complete
,2023,first_grade,regular,12,Round 12,2023-06-17 05:00:00,West Pennant Hills Cherrybrook FC,St Patrick's FC,2,0,complete
,2023,first_grade,regular,12,Round 12,2023-06-17 05:00:00,Eastwood St Andrews FC,West Ryde Rovers FC,1,3,complete
,2023,first_grade,regular,12,Round 12,2023-06-17 05:00:00,Hills Hawks FC,Pennant Hills FC,5,0,complete
,2023,first_grade,regular,12,Round 12,2023-06-17 05:00:00,Normanhurst Eagles FC,Macquarie Dragons FC,1,1,complete
,2023,reserve_grade,regular,13,Round 13,2023-06-24 03:00:00,Epping Eastwood FC,St Patrick's FC,1,1,complete
,2023,reserve_grade,regular,13,Round 13,2023-06-24 03:00:00,Ryde Saints United FC,Eastwood St Andrews FC,1,5,complete
,2023,reserve_grade,regular,13,Round 13,2023-06-24 03:00:00,Pennant Hills FC,West Pennant Hills Cherrybrook FC,4,1,complete
,2023,reserve_grade,regular,13,Round 13,2023-06-24 03:00:00,West Ryde Rovers FC,Normanhurst Eagles FC,4,2,complete
,2023,reserve_grade,regular,13,Round 13,2023-06-24 03:00:00,Macquarie Dragons FC,Hills Hawks FC,2,0,complete
,2023,first_grade,regular,13,Round 13,2023-06-24 05:00:00,Epping Eastwood FC,St Patrick's FC,1,2,complete
,2023,first_grade,regular,13,Round 13,2023-06-24 05:00:00,Ryde Saints United FC,Eastwood St Andrews FC,2,4,complete
,2023,first_grade,regular,13,Round 13,2023-06-24 05:00:00,Pennant Hills FC,West Pennant Hills Cherrybrook FC,3,2,complete
,2023,first_grade,regular,13,Round 13,2023-06-24 05:00:00,West Ryde Rovers FC,Normanhurst Eagles FC,2,1,complete
,2023,first_grade,regular,13,Round 13,2023-06-24 05:00:00,Macquarie Dragons FC,Hills Hawks FC,3,3,complete
,2023,reserve_grade,regular,14,Round 14,2023-07-01 03:00:00,Eastwood St Andrews FC,Epping Eastwood FC,0,2,complete
,2023,reserve_grade,regular,14,Round 14,2023-07-01 03:00:00,St Patrick's FC,Pennant Hills FC,2,1,complete
,2023,reserve_grade,regular,14,Round 14,2023-07-01 03:00:00,Normanhurst Eagles FC,Ryde Saints United FC,3,0,complete
,2023,reserve_grade,regular,14,Round 14,2023-07-01 03:00:00,West Pennant Hills Cherrybrook FC,Macquarie Dragons FC,1,1,complete
,2023,reserve_grade,regular,14,Round 14,2023-07-01 03:00:00,Hills Hawks FC,West Ryde Rovers FC,3,3,complete
,2023,first_grade,regular,14,Round 14,2023-07-01 05:00:00,Eastwood St Andrews FC,Epping Eastwood FC,2,0,complete
,2023,first_grade,regular,14,Round 14,2023-07-01 05:00:00,St Patrick's FC,Pennant Hills FC,2,1,complete
,2023,first_grade,regular,14,Round 14,2023-07-01 05:00:00,Normanhurst Eagles FC,Ryde Saints United FC,2,1,complete
,2023,first_grade,regular,14,Round 14,2023-07-01 05:00:00,West Pennant Hills Cherrybrook FC,Macquarie Dragons FC,1,1,complete
,2023,first_grade,regular,14,Round 14,2023-07-01 05:00:00,Hills Hawks FC,West Ryde Rovers FC,5,1,complete
,2023,reserve_grade,regular,15,Round 15,2023-07-08 03:00:00,Epping Eastwood FC,Pennant Hills FC,3,2,complete
,2023,reserve_grade,regular,15,Round 15,2023-07-08 03:00:00,Eastwood St Andrews FC,Normanhurst Eagles FC,1,5,complete
,2023,reserve_grade,regular,15,Round 15,2023-07-08 03:00:00,Macquarie Dragons FC,St Patrick's FC,1,1,complete
,2023,reserve_grade,regular,15,Round 15,2023-07-08 03:00:00,Ryde Saints United FC,Hills Hawks FC,0,1,complete
,2023,reserve_grade,regular,15,Round 15,2023-07-08 03:00:00,West Ryde Rovers FC,West Pennant Hills Cherrybrook FC,1,1,complete
,2023,first_grade,regular,15,Round 15,2023-07-08 05:00:00,Epping Eastwood FC,Pennant Hills FC,2,1,complete
,2023,first_grade,regular,15,Round 15,2023-07-08 05:00:00,Eastwood St Andrews FC,Normanhurst Eagles FC,1,1,complete
,2023,first_grade,regular,15,Round 15,2023-07-08 05:00:00,Macquarie Dragons FC,St Patrick's FC,1,2,complete
,2023,first_grade,regular,15,Round 15,2023-07-08 05:00:00,Ryde Saints United FC,Hills Hawks FC,1,2,complete
,2023,first_grade,regular,15,Round 15,2023-07-08 05:00:00,West Ryde Rovers FC,West Pennant Hills Cherrybrook FC,0,0,complete
,2023,reserve_grade,regular,16,Round 16,2023-07-15 03:00:00,Normanhurst Eagles FC,Epping Eastwood FC,0,2,complete
,2023,reserve_grade,regular,16,Round 16,2023-07-15 03:00:00,Pennant Hills FC,Macquarie Dragons FC,4,2,complete
,2023,reserve_grade,regular,16,Round 16,2023-07-15 03:00:00,Hills Hawks FC,Eastwood St Andrews FC,5,0,complete
,2023,reserve_grade,regular,16,Round 16,2023-07-15 03:00:00,St Patrick's FC,West Ryde Rovers FC,2,2,complete
,2023,reserve_grade,regular,16,Round 16,2023-07-15 03:00:00,West Pennant Hills Cherrybrook FC,Ryde Saints United FC,7,0,complete
,2023,first_grade,regular,16,Round 16,2023-07-15 05:00:00,Normanhurst Eagles FC,Epping Eastwood FC,2,0,complete
,2023,first_grade,regular,16,Round 16,2023-07-15 05:00:00,Pennant Hills FC,Macquarie Dragons FC,4,2,complete
,2023,first_grade,regular,16,Round 16,2023-07-15 05:00:00,Hills Hawks FC,Eastwood St Andrews FC,0,1,complete
,2023,first_grade,regular,16,Round 16,2023-07-15 05:00:00,St Patrick's FC,West Ryde Rovers FC,3,0,complete
,2023,first_grade,regular,16,Round 16,2023-07-15 05:00:00,West Pennant Hills Cherrybrook FC,Ryde Saints United FC,1,0,complete
,2023,reserve_grade,regular,17,Round 17,2023-07-22 03:00:00,Epping Eastwood FC,Macquarie Dragons FC,1,2,complete
,2023,reserve_grade,regular,17,Round 17,2023-07-22 03:00:00,Normanhurst Eagles FC,Hills Hawks FC,0,2,complete
,2023,reserve_grade,regular,17,Round 17,2023-07-22 03:00:00,West Ryde Rovers FC,Pennant Hills FC,2,3,complete
,2023,reserve_grade,regular,17,Round 17,2023-07-22 03:00:00,Eastwood St Andrews FC,West Pennant Hills Cherrybrook FC,1,3,complete
,2023,reserve_grade,regular,17,Round 17,2023-07-22 03:00:00,Ryde Saints United FC,St Patrick's FC,4,6,complete
,2023,first_grade,regular,17,Round 17,2023-07-22 05:00:00,Epping Eastwood FC,Macquarie Dragons FC,1,5,complete
,2023,first_grade,regular,17,Round 17,2023-07-22 05:00:00,Normanhurst Eagles FC,Hills Hawks FC,0,0,complete
,2023,first_grade,regular,17,Round 17,2023-07-22 05:00:00,West Ryde Rovers FC,Pennant Hills FC,3,4,complete
,2023,first_grade,regular,17,Round 17,2023-07-22 05:00:00,Eastwood St Andrews FC,West Pennant Hills Cherrybrook FC,2,1,complete
,2023,first_grade,regular,17,Round 17,2023-07-22 05:00:00,Ryde Saints United FC,St Patrick's FC,0,3,complete
,2023,reserve_grade,regular,18,Round 18,2023-07-29 03:00:00,Hills Hawks FC,Epping Eastwood FC,0,1,complete
,2023,reserve_grade,regular,18,Round 18,2023-07-29 03:00:00,Macquarie Dragons FC,West Ryde Rovers FC,0,2,complete
,2023,reserve_grade,regular,18,Round 18,2023-07-29 03:00:00,West Pennant Hills Cherrybrook FC,Normanhurst Eagles FC,0,0,complete
,2023,reserve_grade,regular,18,Round 18,2023-07-29 03:00:00,Pennant Hills FC,Ryde Saints United FC,3,0,complete
,2023,reserve_grade,regular,18,Round 18,2023-07-29 03:00:00,St Patrick's FC,Eastwood St Andrews FC,2,3,complete
,2023,first_grade,regular,18,Round 18,2023-07-29 05:00:00,Hills Hawks FC,Epping Eastwood FC,0,5,complete
,2023,first_grade,regular,18,Round 18,2023-07-29 05:00:00,Macquarie Dragons FC,West Ryde Rovers FC,4,3,complete
,2023,first_grade,regular,18,Round 18,2023-07-29 05:00:00,West Pennant Hills Cherrybrook FC,Normanhurst Eagles FC,2,1,complete
,2023,first_grade,regular,18,Round 18,2023-07-29 05:00:00,Pennant Hills FC,Ryde Saints United FC,5,1,complete
,2023,first_grade,regular,18,Round 18,2023-07-29 05:00:00,St Patrick's FC,Eastwood St Andrews FC,1,0,complete
,2023,reserve_grade,finals,101,Finals 1#1,2023-08-12 02:00:00,West Ryde Rovers FC,Pennant Hills FC,3,0,complete
,2023,first_grade,finals,101,Finals 1#1,2023-08-12 04:00:00,West Pennant Hills Cherrybrook FC,Epping Eastwood FC,3,2,complete
,2023,reserve_grade,finals,102,Finals 1#2,2023-08-12 02:00:00,West Pennant Hills Cherrybrook FC,Macquarie Dragons FC,1,0,complete
,2023,first_grade,finals,102,Finals 1#2,2023-08-12 04:00:00,St Patrick's FC,Normanhurst Eagles FC,1,0,complete
,2023,reserve_grade,finals,104,Finals 2#4,2023-08-19 02:00:00,Pennant Hills FC,West Pennant Hills Cherrybrook FC,2,0,complete
,2023,first_grade,finals,104,Finals 2#4,2023-08-19 04:00:00,Epping Eastwood FC,St Patrick's FC,1,1,complete
,2023,reserve_grade,finals,105,Finals 3#5,2023-08-26 05:00:00,West Ryde Rovers FC,Pennant Hills FC,0,4,complete
,2023,first_grade,finals,105,Finals 3#5,2023-08-26 07:15:00,West Pennant Hills Cherrybrook FC,St Patrick's FC,1,0,complete
,2024,reserve_grade,regular,1,Round 1,2024-04-06 02:00:00,Putney Rangers FC,West Pennant Hills Cherrybrook FC,0,5,complete
,2024,reserve_grade,regular,1,Round 1,2024-04-06 02:00:00,Macquarie Dragons FC,Eastwood St Andrews FC,1,1,complete
,2024,first_grade,regular,1,Round 1,2024-04-06 04:00:00,Putney Rangers FC,West Pennant Hills Cherrybrook FC,2,2,complete
,2024,first_grade,regular,1,Round 1,2024-04-06 04:00:00,Macquarie Dragons FC,Eastwood St Andrews FC,1,1,complete
,2024,reserve_grade,regular,1,Round 1,2024-04-06 06:00:00,Epping Eastwood FC,North Ryde SC,3,0,complete
,2024,reserve_grade,regular,1,Round 1,2024-04-06 06:00:00,Normanhurst Eagles FC,Pennant Hills FC,3,4,complete
,2024,reserve_grade,regular,1,Round 1,2024-04-06 06:00:00,West Ryde Rovers FC,St Patrick's FC,1,1,complete
,2024,first_grade,regular,1,Round 1,2024-04-06 08:00:00,Epping Eastwood FC,North Ryde SC,4,3,complete
,2024,first_grade,regular,1,Round 1,2024-04-06 08:00:00,Normanhurst Eagles FC,Pennant Hills FC,3,1,complete
,2024,first_grade,regular,1,Round 1,2024-04-06 08:00:00,West Ryde Rovers FC,St Patrick's FC,5,2,complete
,2024,first_grade,regular,2,Round 2,2024-04-12 10:00:00,Eastwood St Andrews FC,West Ryde Rovers FC,1,2,complete
,2024,reserve_grade,regular,2,Round 2,2024-04-13 03:00:00,Normanhurst Eagles FC,Epping Eastwood FC,1,1,complete
,2024,reserve_grade,regular,2,Round 2,2024-04-13 03:00:00,West Pennant Hills Cherrybrook FC,North Ryde SC,5,0,complete
,2024,reserve_grade,regular,2,Round 2,2024-04-13 03:00:00,Pennant Hills FC,Macquarie Dragons FC,1,1,complete
,2024,reserve_grade,regular,2,Round 2,2024-04-13 03:00:00,St Patrick's FC,Putney Rangers FC,3,1,complete
,2024,reserve_grade,regular,2,Round 2,2024-04-13 03:00:00,Eastwood St Andrews FC,West Ryde Rovers FC,1,2,complete
,2024,first_grade,regular,2,Round 2,2024-04-13 05:00:00,Normanhurst Eagles FC,Epping Eastwood FC,1,4,complete
,2024,first_grade,regular,2,Round 2,2024-04-13 05:00:00,West Pennant Hills Cherrybrook FC,North Ryde SC,5,2,complete
,2024,first_grade,regular,2,Round 2,2024-04-13 05:00:00,Pennant Hills FC,Macquarie Dragons FC,4,2,complete
,2024,first_grade,regular,2,Round 2,2024-04-13 05:00:00,St Patrick's FC,Putney Rangers FC,3,4,complete
,2024,reserve_grade,regular,3,Round 3,2024-04-20 03:00:00,Epping Eastwood FC,West Pennant Hills Cherrybrook FC,1,2,complete
,2024,reserve_grade,regular,3,Round 3,2024-04-20 03:00:00,Macquarie Dragons FC,Normanhurst Eagles FC,3,0,complete
,2024,reserve_grade,regular,3,Round 3,2024-04-20 03:00:00,North Ryde SC,St Patrick's FC,0,1,complete
,2024,reserve_grade,regular,3,Round 3,2024-04-20 03:00:00,West Ryde Rovers FC,Pennant Hills FC,3,2,complete
,2024,reserve_grade,regular,3,Round 3,2024-04-20 03:00:00,Putney Rangers FC,Eastwood St Andrews FC,2,1,complete
,2024,first_grade,regular,3,Round 3,2024-04-20 05:00:00,Epping Eastwood FC,West Pennant Hills Cherrybrook FC,2,1,complete
,2024,first_grade,regular,3,Round 3,2024-04-20 05:00:00,Macquarie Dragons FC,Normanhurst Eagles FC,6,5,complete
,2024,first_grade,regular,3,Round 3,2024-04-20 05:00:00,North Ryde SC,St Patrick's FC,2,4,complete
,2024,first_grade,regular,3,Round 3,2024-04-20 05:00:00,West Ryde Rovers FC,Pennant Hills FC,3,2,complete
,2024,first_grade,regular,3,Round 3,2024-04-20 05:00:00,Putney Rangers FC,Eastwood St Andrews FC,1,1,complete
,2024,reserve_grade,regular,4,Round 4,2024-04-27 03:00:00,Macquarie Dragons FC,Epping Eastwood FC,2,1,complete
,2024,reserve_grade,regular,4,Round 4,2024-04-27 03:00:00,St Patrick's FC,West Pennant Hills Cherrybrook FC,1,3,complete
,2024,reserve_grade,regular,4,Round 4,2024-04-27 03:00:00,Normanhurst Eagles FC,West Ryde Rovers FC,1,0,complete
,2024,reserve_grade,regular,4,Round 4,2024-04-27 03:00:00,Eastwood St Andrews FC,North Ryde SC,1,2,complete
,2024,reserve_grade,regular,4,Round 4,2024-04-27 03:00:00,Pennant Hills FC,Putney Rangers FC,8,1,complete
,2024,first_grade,regular,4,Round 4,2024-04-27 05:00:00,Macquarie Dragons FC,Epping Eastwood FC,1,1,complete
,2024,first_grade,regular,4,Round 4,2024-04-27 05:00:00,St Patrick's FC,West Pennant Hills Cherrybrook FC,2,4,complete
,2024,first_grade,regular,4,Round 4,2024-04-27 05:00:00,Normanhurst Eagles FC,West Ryde Rovers FC,2,2,complete
,2024,first_grade,regular,4,Round 4,2024-04-27 05:00:00,Eastwood St Andrews FC,North Ryde SC,4,0,complete
,2024,first_grade,regular,4,Round 4,2024-04-27 05:00:00,Pennant Hills FC,Putney Rangers FC,2,4,complete
,2024,reserve_grade,regular,5,Round 5,2024-08-03 03:00:00,Epping Eastwood FC,St Patrick's FC,6,0,complete
,2024,reserve_grade,regular,5,Round 5,2024-08-03 03:00:00,West Ryde Rovers FC,Macquarie Dragons FC,5,2,complete
,2024,reserve_grade,regular,5,Round 5,2024-08-03 03:00:00,West Pennant Hills Cherrybrook FC,Eastwood St Andrews FC,0,1,complete
,2024,reserve_grade,regular,5,Round 5,2024-08-03 03:00:00,Putney Rangers FC,Normanhurst Eagles FC,0,0,complete
,2024,reserve_grade,regular,5,Round 5,2024-08-03 03:00:00,North Ryde SC,Pennant Hills FC,0,1,complete
,2024,first_grade,regular,5,Round 5,2024-08-03 05:00:00,Epping Eastwood FC,St Patrick's FC,2,2,complete
,2024,first_grade,regular,5,Round 5,2024-08-03 05:00:00,West Ryde Rovers FC,Macquarie Dragons FC,2,5,complete
,2024,first_grade,regular,5,Round 5,2024-08-03 05:00:00,West Pennant Hills Cherrybrook FC,Eastwood St Andrews FC,2,1,complete
,2024,first_grade,regular,5,Round 5,2024-08-03 05:00:00,Putney Rangers FC,Normanhurst Eagles FC,1,5,complete
,2024,first_grade,regular,5,Round 5,2024-08-03 05:00:00,North Ryde SC,Pennant Hills FC,1,4,complete
,2024,first_grade,regular,6,Round 6,2024-05-11 06:10:00,Macquarie Dragons FC,Putney Rangers FC,1,6,complete
,2024,first_grade,regular,6,Round 6,2024-05-11 07:00:00,Normanhurst Eagles FC,North Ryde SC,4,3,complete
,2024,first_grade,regular,6,Round 6,2024-05-11 08:00:00,West Ryde Rovers FC,Epping Eastwood FC,4,1,complete
,2024,first_grade,regular,6,Round 6,2024-05-11 09:00:00,Pennant Hills FC,West Pennant Hills Cherrybrook FC,1,2,complete
,2024,first_grade,regular,6,Round 6,2024-05-11 09:50:00,Eastwood St Andrews FC,St Patrick's FC,2,0,complete
,2024,reserve_grade,regular,6,Round 6,2024-08-10 03:00:00,West Ryde Rovers FC,Epping Eastwood FC,2,2,complete
,2024,reserve_grade,regular,6,Round 6,2024-08-10 03:00:00,Eastwood St Andrews FC,St Patrick's FC,4,1,complete
,2024,reserve_grade,regular,6,Round 6,2024-08-10 03:00:00,Pennant Hills FC,West Pennant Hills Cherrybrook FC,3,3,complete
,2024,reserve_grade,regular,6,Round 6,2024-08-10 03:00:00,Normanhurst Eagles FC,North Ryde SC,0,0,complete
,2024,reserve_grade,regular,6,Round 6,2024-08-10 03:10:00,Macquarie Dragons FC,Putney Rangers FC,2,5,complete
,2024,reserve_grade,regular,7,Round 7,2024-05-18 03:00:00,Epping Eastwood FC,Eastwood St Andrews FC,1,2,complete
,2024,reserve_grade,regular,7,Round 7,2024-05-18 03:00:00,St Patrick's FC,Pennant Hills FC,2,3,complete
,2024,reserve_grade,regular,7,Round 7,2024-05-18 03:00:00,North Ryde SC,Macquarie Dragons FC,2,5,complete
,2024,reserve_grade,regular,7,Round 7,2024-05-18 03:00:00,West Pennant Hills Cherrybrook FC,Normanhurst Eagles FC,3,1,complete
,2024,first_grade,regular,7,Round 7,2024-05-18 05:00:00,Epping Eastwood FC,Eastwood St Andrews FC,2,1,complete
,2024,first_grade,regular,7,Round 7,2024-05-18 05:00:00,St Patrick's FC,Pennant Hills FC,2,4,complete
,2024,first_grade,regular,7,Round 7,2024-05-18 05:00:00,North Ryde SC,Macquarie Dragons FC,2,2,complete
