season,round,home,away,home_elo_pre,away_elo_pre,prob_win,prob_draw,prob_loss,xg_home,xg_away,actual_home_goals,actual_away_goals,outcome
2023,1,Macquarie Dragons FC,Ryde Saints United FC,1502.5300859480412,1461.4006626530413,0.6708080837332829,0.1633853436734572,0.16580657259325995,2.7881205801785294,1.3703279741234033,0,0,0
2023,1,Normanhurst Eagles FC,St Patrick's FC,1505.8165288830926,1500,0.4849126945136337,0.20453066239154616,0.31055664309482006,2.187989495293786,1.7369817215696144,4,2,1
2023,1,Pennant Hills FC,Eastwood St Andrews FC,1481.123115734664,1509.02541555626,0.2245765677477157,0.2701747878643714,0.505248644387913,0.8526729048410312,1.4273307502904047,4,0,1
2023,1,West Pennant Hills Cherrybrook FC,Hills Hawks FC,1561.394564835493,1507.2275073790381,0.7464013965472833,0.1277367483517065,0.12586185510101017,3.486681343929358,1.5078012184150706,4,1,1
2023,1,West Ryde Rovers FC,Epping Eastwood FC,1532.9401483451095,1498.5604485058675,0.5562089011483207,0.21810257023093782,0.22568852862074146,1.9648894986391148,1.179349943320273,0,4,-1
2023,2,Eastwood St Andrews FC,Macquarie Dragons FC,1495.0425246769307,1500.8240157269954,0.37690466143861034,0.2304658750166451,0.3926294635447446,1.6280634550816124,1.6653526692111336,3,3,0
2023,2,Hills Hawks FC,St Patrick's FC,1498.3532637567553,1492.131627139366,0.4853971496289891,0.19051773912566738,0.3240851112453435,2.471217564037318,2.0269784051696256,2,2,0
2023,2,Normanhurst Eagles FC,Pennant Hills FC,1513.6849017437266,1495.1060066139933,0.508845591458948,0.24831125823102396,0.24284315031002807,1.614799352362642,1.0342802283077892,2,2,0
2023,2,Ryde Saints United FC,West Ryde Rovers FC,1463.1067328740871,1516.7971708346518,0.11474181717348615,0.13464351447645745,0.7506146683500564,1.2281386355195723,3.138860593576269,1,1,0
2023,2,West Pennant Hills Cherrybrook FC,Epping Eastwood FC,1570.2688084577758,1514.7034260163252,0.6076618368522179,0.19443925873337714,0.1978989044144049,2.2846360284040004,1.24356506493993,6,0,1
2023,3,Epping Eastwood FC,Ryde Saints United FC,1502.3171478974546,1463.760147872807,0.6129740651605573,0.20700492772157356,0.18002100711786917,2.0577674568368365,1.0203352806490595,3,2,1
2023,3,Macquarie Dragons FC,Normanhurst Eagles FC,1501.542753367387,1512.3072083674801,0.3815362937763209,0.21307807457329395,0.4053856316503851,1.8655383881268324,1.9258595403193792,2,1,1
2023,3,Pennant Hills FC,Hills Hawks FC,1496.4836999902398,1497.3834423593946,0.33402070899333586,0.2515076150713868,0.41447167593527734,1.3127767804398802,1.4904794802243546,1,1,0
2023,3,St Patrick's FC,West Pennant Hills Cherrybrook FC,1493.1014485367266,1582.6550865766465,0.09625372792017031,0.10883730613046032,0.7949089659493693,1.4162005373919015,3.769586723580731,0,6,-1
2023,3,West Ryde Rovers FC,Eastwood St Andrews FC,1516.1437558359319,1494.3237870365392,0.5591347125699762,0.1969167980712903,0.2439484893587336,2.3170307622843893,1.499685927088502,5,0,1
2023,4,Eastwood St Andrews FC,Ryde Saints United FC,1481.3043933343388,1456.948162705306,0.5701245993314878,0.19899080407860711,0.23088459658990515,2.2640047050715255,1.3979241263237938,2,3,-1
2023,4,Hills Hawks FC,Macquarie Dragons FC,1498.183298441943,1509.7300659661623,0.35297815640602864,0.21134926315622532,0.43567258043774604,1.8031384684653844,2.0132088441638385,1,2,-1
2023,4,Normanhurst Eagles FC,West Ryde Rovers FC,1504.1198957687047,1529.1631495381323,0.2827416068217728,0.19817964739344734,0.5190787457847799,1.6960396617489961,2.317234900411481,4,0,1
2023,4,St Patrick's FC,Epping Eastwood FC,1480.1582221246283,1509.1291330649556,0.2420230203669154,0.20872585392414367,0.549251125708941,1.3522104793948209,2.1131817376325275,1,2,-1
2023,4,West Pennant Hills Cherrybrook FC,Pennant Hills FC,1595.5983129887447,1495.6838439076914,0.7587171300577371,0.1494497130390964,0.0918331569031665,2.579878026638993,0.7905027691292925,3,2,1
2023,5,Epping Eastwood FC,Eastwood St Andrews FC,1517.4619666416784,1471.4639625381876,0.4769371758676047,0.2327147920495895,0.29034803208280574,1.7660529239473235,1.3325264826201582,5,3,1
2023,5,Macquarie Dragons FC,West Pennant Hills Cherrybrook FC,1518.8601257852517,1600.8779452915144,0.16430589220983136,0.15983898739153804,0.6758551203986306,1.4076533442618433,2.86525443028282,1,1,0
2023,5,Pennant Hills FC,St Patrick's FC,1490.4042116049218,1471.8253885479055,0.4733832905149267,0.24333162183520637,0.2832850876498669,1.6444525330245277,1.2180890647178237,0,1,-1
2023,5,Ryde Saints United FC,Normanhurst Eagles FC,1466.7885935014572,1517.9672607549312,0.18882228269615292,0.17600378401922417,0.635173933284623,1.3953239150726757,2.608081297536337,0,2,-1
2023,5,West Ryde Rovers FC,Hills Hawks FC,1515.3157845519058,1489.0532386228535,0.599272092782257,0.1805756412446059,0.22015226597313714,2.605276920380068,1.5690953859668395,5,2,1
2023,6,Hills Hawks FC,Ryde Saints United FC,1479.1490906878987,1457.8555779159512,0.5627156557813262,0.19242817137124663,0.24485617284742725,2.404101048662868,1.5643553844757416,2,1,1
2023,6,Normanhurst Eagles FC,Eastwood St Andrews FC,1526.9002763404371,1464.1970487626043,0.5624306032551669,0.19206850764570782,0.24550088909912524,2.4120635265608934,1.5732298601644745,1,0,1
2023,6,Pennant Hills FC,Epping Eastwood FC,1481.0919706084592,1524.7288804172617,0.26455844988079286,0.2739506485269107,0.46149090159229655,0.9649758052184624,1.3690929695400782,1,0,1
2023,6,St Patrick's FC,Macquarie Dragons FC,1481.137629544368,1520.2667409087871,0.22617333140745613,0.20098971313368838,0.5728369554588555,1.3477665602901772,2.2235984659069277,1,0,1
2023,7,Eastwood St Andrews FC,Hills Hawks FC,1458.0144381083505,1486.4298639983692,0.3979783681658446,0.2047901139309661,0.3972315179031893,2.040771058239629,2.038817199784758,0,5,-1
2023,7,Epping Eastwood FC,Normanhurst Eagles FC,1515.6971996925736,1533.0828869946909,0.3551289935930851,0.23217026978066296,0.41270073662625195,1.5512219008729387,1.6867857499710497,0,0,0
2023,7,Macquarie Dragons FC,Pennant Hills FC,1511.6469363206195,1490.1236513331473,0.4666714521941893,0.27288135030609195,0.2604471974997186,1.381557551524038,0.9576647860661917,3,2,1
2023,7,Ryde Saints United FC,West Pennant Hills Cherrybrook FC,1450.5748046054807,1599.471330167979,0.05325863964429428,0.08270728987154198,0.8640340704841637,1.0257610461174733,3.885383107983554,0,1,-1
2023,7,West Ryde Rovers FC,St Patrick's FC,1525.2199324868607,1489.7574341325358,0.6856049953449277,0.1617140093017703,0.15268099535330212,2.7536821504157563,1.2692397234161006,2,1,1
2023,8,Hills Hawks FC,Normanhurst Eagles FC,1502.1667939814345,1533.3984426856723,0.3139904139386251,0.20575890206222042,0.48025068399915444,1.7343156589297757,2.1627002130802575,1,1,0
2023,8,Macquarie Dragons FC,Epping Eastwood FC,1518.921374536029,1515.3816440015921,0.39257672969990776,0.242814370686045,0.36460889961404724,1.5323824540706827,1.46877322151994,2,2,0
2023,8,Pennant Hills FC,West Ryde Rovers FC,1482.849213117738,1531.9178500217613,0.21568469549343586,0.2232904295526243,0.5610248749539399,1.0882091665449987,1.8908350975902302,0,2,-1
2023,8,St Patrick's FC,Ryde Saints United FC,1483.0595165976351,1445.0367255280744,0.44857500353688634,0.236880171902422,0.31454482456069166,1.68862926951933,1.3796743541481886,3,1,1
2023,8,West Pennant Hills Cherrybrook FC,Eastwood St Andrews FC,1605.0094092453853,1442.2775081252853,0.82852993645529,0.09892776576308361,0.07254229778162632,3.6931416305417857,1.1489750257200546,7,1,1
2023,6,West Pennant Hills Cherrybrook FC,West Ryde Rovers FC,1612.7115092015897,1540.9178363392753,0.6167483690236586,0.17165148940369535,0.21160014157264603,2.7877440779562903,1.642956948199196,3,0,1
2023,9,Eastwood St Andrews FC,St Patrick's FC,1434.575408169081,1490.3982345602803,0.39005172459268783,0.22061554301113684,0.3893327323961753,1.7822399831265543,1.7804729152240761,3,2,1
2023,9,Epping Eastwood FC,Hills Hawks FC,1516.343113938573,1502.2011988658612,0.4542471277063952,0.2199694021814308,0.32578347011217407,1.9101107721493726,1.5956147082438148,3,2,1
2023,9,Normanhurst Eagles FC,West Pennant Hills Cherrybrook FC,1533.3640378012456,1620.9658425577256,0.18666770604675753,0.17993843531599837,0.6333938586372442,1.3282451960344734,2.519606586584787,0,1,-1
2023,9,Ryde Saints United FC,Pennant Hills FC,1437.6980075654292,1473.849226800224,0.29946163934069925,0.26932307473686307,0.4312152859224377,1.0931214804333058,1.368626906148989,2,0,1
