config,grade,brier_F1,brier_F2,brier_F3,brier_mean,logloss_mean,accuracy_mean
production,first_grade,0.5650245999202849,0.6024525109574517,0.5025470928039003,0.5524998018806759,0.9355147190586912,0.5667467398764585
champion,first_grade,0.5765500189766103,0.6001530591223457,0.4787904902768557,0.5394717746996007,0.9165059133489857,0.5827041866849691
