match_id,season,round,home_team_id,away_team_id,home_elo_pre,away_elo_pre,prob_win,prob_draw,prob_loss,predicted_xg_home,predicted_xg_away,actual_home_goals,actual_away_goals,actual_outcome
,2023,13,Pennant Hills FC,West Pennant Hills Cherrybrook FC,1456.71,1622.81,0.11659,0.10574,0.77767,1.914,4.305,3,2,1
,2023,13,West Ryde Rovers FC,Normanhurst Eagles FC,1540.52,1520.05,0.48784,0.16093,0.35123,3.341,2.902,2,1,1
,2023,13,Macquarie Dragons FC,Hills Hawks FC,1509.91,1504.34,0.48534,0.15888,0.35578,3.418,2.997,3,3,0
,2023,14,Eastwood St Andrews FC,Epping Eastwood FC,1471.01,1515.63,0.34038,0.14709,0.51253,3.348,3.946,2,0,1
,2023,14,St Patrick's FC,Pennant Hills FC,1480.48,1463.08,0.50574,0.16011,0.33414,3.378,2.827,2,1,1
,2023,14,Normanhurst Eagles FC,Ryde Saints United FC,1516.15,1433.07,0.73607,0.12218,0.14175,3.908,1.89,2,1,1
,2023,14,West Pennant Hills Cherrybrook FC,Macquarie Dragons FC,1616.44,1509.13,0.77813,0.10479,0.11708,4.367,1.956,1,1,0
,2023,14,Hills Hawks FC,West Ryde Rovers FC,1505.11,1544.43,0.45129,0.15222,0.39648,3.645,3.458,5,1,1
,2023,15,Epping Eastwood FC,Pennant Hills FC,1510.23,1459.12,0.60017,0.14649,0.25335,3.769,2.615,2,1,1
,2023,15,Eastwood St Andrews FC,Normanhurst Eagles FC,1476.41,1519.18,0.32545,0.15286,0.52169,3.016,3.671,1,1,0
,2023,15,Macquarie Dragons FC,St Patrick's FC,1511.14,1484.43,0.58855,0.15096,0.2605,3.612,2.543,1,2,-1
,2023,15,Ryde Saints United FC,Hills Hawks FC,1430.03,1512.89,0.27205,0.14568,0.58227,2.827,3.878,1,2,-1
,2023,15,West Ryde Rovers FC,West Pennant Hills Cherrybrook FC,1536.66,1614.42,0.26195,0.1422,0.59585,2.851,3.999,0,0,0
,2023,16,Normanhurst Eagles FC,Epping Eastwood FC,1519.29,1513.7,0.54186,0.15754,0.3006,3.453,2.677,2,0,1
,2023,16,Pennant Hills FC,Macquarie Dragons FC,1455.66,1505.21,0.38309,0.16468,0.45224,2.939,3.158,4,2,1
,2023,16,Hills Hawks FC,Eastwood St Andrews FC,1517.37,1476.31,0.65753,0.12598,0.21649,4.55,2.932,0,1,-1
,2023,16,St Patrick's FC,West Ryde Rovers FC,1490.37,1537.05,0.39419,0.15791,0.4479,3.223,3.399,3,0,1
,2023,16,West Pennant Hills Cherrybrook FC,Ryde Saints United FC,1614.03,1425.55,0.90139,0.05777,0.04084,4.917,1.314,1,0,1
,2023,17,Epping Eastwood FC,Macquarie Dragons FC,1509.16,1499.72,0.50934,0.15708,0.33358,3.498,2.924,1,5,-1
,2023,17,Normanhurst Eagles FC,Hills Hawks FC,1523.83,1511.27,0.52747,0.15602,0.31651,3.531,2.843,0,0,0
