K_SETTLED,HFA,ELO_TO_GOAL_RATIO,REGRESSION_FACTOR,MOV_C1,MOV_C2,USE_ADJ_RATES,brier
30,40,75,0.5,0.002,2.2,True,0.579377436637968
20,50,100,0.7,0.002,3.0,True,0.5793883826652401
25,50,125,0.8,0.002,2.2,True,0.5794144284379673
20,40,75,0.7,0.002,3.0,False,0.5794213683058826
25,40,75,0.5,0.002,3.0,True,0.5794221459491983
25,40,100,0.7,0.002,1.5,True,0.5794236348053479
25,40,75,0.5,0.001,3.0,True,0.5794244805689843
20,30,75,0.7,0.001,2.2,True,0.5794249224401066
25,40,75,0.5,0.0005,3.0,True,0.5794261698711234
30,50,100,0.8,0.002,3.0,False,0.579449666365775
30,40,100,0.7,0.001,1.5,True,0.5794528354101606
20,30,75,0.7,0.0005,2.2,True,0.579455525351872
20,40,75,0.7,0.0005,1.5,True,0.5794555504245993
30,40,75,0.5,0.001,2.2,True,0.5794785296850267
20,30,75,0.7,0.002,2.2,False,0.5794998468705881
25,40,75,0.5,0.002,2.2,True,0.579502583802139
20,30,75,0.7,0.001,2.2,False,0.5795026998042777
20,30,75,0.7,0.0005,2.2,False,0.5795099331604279
25,40,100,0.7,0.001,1.5,True,0.5795272150128343
25,50,125,0.7,0.002,1.5,True,0.5795299111058824
30,40,75,0.5,0.0005,2.2,True,0.5795362712042778
20,30,75,0.7,0.0005,3.0,True,0.5795383517502671
30,40,100,0.7,0.0005,1.5,True,0.5795392627625667
30,30,100,0.8,0.002,1.5,False,0.579539513708556
20,30,75,0.7,0.001,3.0,True,0.5795423960224598
25,50,125,0.7,0.001,1.5,True,0.5795453495128344
20,30,75,0.7,0.002,3.0,True,0.5795519147438503
30,40,75,0.5,0.002,2.2,False,0.5795551690363634
25,50,125,0.7,0.0005,1.5,True,0.579560936661497
25,40,75,0.7,0.0005,1.5,True,0.5795634565176471
25,30,75,0.7,0.002,1.5,False,0.5795790379572193
25,40,75,0.5,0.001,2.2,True,0.5795832421165776
25,40,100,0.7,0.0005,1.5,True,0.5795943247037433
30,40,75,0.5,0.001,2.2,False,0.5796003281598933
30,40,75,0.7,0.001,1.5,True,0.5796062467262029
25,50,75,0.5,0.002,2.2,False,0.5796096429433155
30,30,100,0.8,0.001,1.5,False,0.5796147865764706
25,50,75,0.5,0.001,2.2,False,0.5796210514155082
30,40,75,0.5,0.0005,2.2,False,0.5796274771475936
25,40,75,0.5,0.0005,2.2,True,0.5796295591529412
30,30,75,0.7,0.002,1.5,False,0.5796322706518721
25,50,75,0.5,0.0005,2.2,False,0.5796334579433152
30,50,125,0.7,0.0005,1.5,False,0.5796355337336899
30,40,100,0.7,0.0005,3.0,True,0.5796377911540108
20,40,100,0.7,0.002,1.5,True,0.5796432593336899
20,40,100,0.7,0.001,1.5,False,0.5796525800716575
30,50,100,0.5,0.002,2.2,True,0.5796556816598931
30,40,100,0.7,0.001,3.0,True,0.5796566821443849
20,40,100,0.7,0.002,1.5,False,0.5796572532122998
20,40,100,0.7,0.0005,1.5,False,0.5796624540320856
30,50,100,0.5,0.001,2.2,True,0.5796653606310157
20,30,75,0.8,0.0005,3.0,False,0.5796659081705883
30,50,125,0.7,0.001,1.5,False,0.5796692344347592
30,40,100,0.7,0.0005,2.2,False,0.5796711706368983
30,30,100,0.8,0.0005,1.5,False,0.5796712061438503
30,50,100,0.5,0.0005,2.2,True,0.5796733181951873
20,30,75,0.8,0.001,3.0,False,0.579689244047059
30,40,100,0.7,0.002,3.0,True,0.5796941531481284
30,40,100,0.7,0.001,2.2,False,0.5797042338770052
20,50,125,0.8,0.0005,1.5,False,0.5797080255711229
20,40,100,0.7,0.001,1.5,True,0.5797237010791443
30,50,125,0.7,0.0005,2.2,True,0.5797318853598927
20,30,75,0.8,0.002,3.0,False,0.579736649064171
20,40,75,0.5,0.002,2.2,True,0.5797371848427808
20,30,75,0.7,0.002,1.5,False,0.5797392404032085
30,50,125,0.7,0.002,1.5,False,0.5797444112374326
30,50,125,0.7,0.001,2.2,True,0.5797547359828872
20,30,75,0.8,0.002,1.5,True,0.5797586808545452
20,50,125,0.8,0.001,1.5,False,0.5797604333443851
20,40,100,0.7,0.0005,2.2,True,0.5797707880021389
30,40,100,0.7,0.002,2.2,False,0.5797735393406418
20,40,100,0.7,0.0005,1.5,True,0.57977866324385
20,40,100,0.7,0.001,2.2,True,0.5797798377470587
20,40,75,0.5,0.0005,3.0,True,0.5798000128021391
20,40,100,0.7,0.002,2.2,True,0.5798009090433154
30,50,125,0.7,0.002,2.2,True,0.5798017078000002
20,40,75,0.5,0.001,3.0,True,0.5798017853144387
20,40,75,0.5,0.001,2.2,True,0.5798018125577541
20,40,75,0.5,0.002,3.0,True,0.5798063518080212
25,30,75,0.8,0.002,1.5,True,0.5798102307663103
20,40,100,0.8,0.0005,3.0,True,0.5798236111010693
20,50,125,0.8,0.0005,2.2,True,0.5798256075711231
25,30,100,0.8,0.002,1.5,False,0.5798320039652407
30,40,75,0.7,0.0005,1.5,True,0.5798344463368984
20,40,75,0.5,0.0005,2.2,True,0.579838745649733
20,40,100,0.8,0.001,3.0,True,0.5798470976224601
30,40,125,0.8,0.002,1.5,True,0.5798491960925133
25,30,75,0.7,0.001,1.5,False,0.5798564131748662
20,50,125,0.8,0.001,2.2,True,0.5798582068930478
20,50,100,0.7,0.0005,2.2,False,0.579868358680214
20,50,125,0.8,0.002,1.5,False,0.5798738697700536
20,50,125,0.7,0.001,1.5,True,0.5798739389187167
30,40,125,0.8,0.001,1.5,True,0.5798744490716579
20,50,125,0.7,0.002,1.5,True,0.5798772498545451
25,30,100,0.8,0.001,1.5,False,0.5798779204604279
20,50,125,0.7,0.0005,1.5,True,0.5798795871267378
20,40,100,0.8,0.002,3.0,True,0.5798948598128342
30,40,125,0.8,0.0005,1.5,True,0.5798989237828875
25,30,75,0.7,0.0005,3.0,False,0.5799055816219251
25,40,75,0.5,0.002,2.2,False,0.5799090758807485
20,50,100,0.7,0.001,2.2,False,0.5799156416171122
25,30,100,0.8,0.0005,1.5,False,0.5799181818481282
20,50,125,0.8,0.002,2.2,True,0.5799239221058822
25,30,75,0.7,0.001,3.0,False,0.5799260856347593
25,40,75,0.5,0.001,2.2,False,0.5799328025069518
30,50,125,0.8,0.0005,3.0,True,0.5799351862941176
25,50,100,0.5,0.001,2.2,True,0.5799397701668448
25,50,100,0.5,0.0005,2.2,True,0.5799411506882356
25,50,100,0.5,0.002,2.2,True,0.5799433374780749
30,30,100,0.8,0.0005,2.2,True,0.579948122502139
30,30,100,0.8,0.001,2.2,True,0.5799496046101603
25,40,75,0.5,0.0005,2.2,False,0.5799502831090911
30,50,75,0.5,0.002,1.5,False,0.5799517972898396
30,30,100,0.8,0.002,2.2,True,0.5799571301898397
20,30,75,0.7,0.001,1.5,False,0.5799628995614973
30,30,75,0.7,0.001,1.5,False,0.5799669778593581
30,50,125,0.8,0.001,3.0,True,0.5799682236267382
25,30,75,0.7,0.002,3.0,False,0.5799686943406421
25,50,75,0.5,0.002,1.5,False,0.5799700805614975
30,50,100,0.5,0.002,1.5,True,0.5799707273711234
30,40,125,0.8,0.0005,1.5,False,0.5799744011919786
20,40,100,0.8,0.0005,2.2,False,0.5799792550983955
30,50,100,0.5,0.002,1.5,False,0.5799891461679143
30,50,75,0.5,0.0005,3.0,False,0.5799998656770052
30,40,125,0.8,0.001,1.5,False,0.5800047744090912
20,50,100,0.7,0.002,2.2,False,0.5800135234411763
25,50,100,0.8,0.0005,3.0,False,0.5800215299395725
20,40,100,0.8,0.001,2.2,False,0.5800220430834224
30,50,75,0.5,0.001,3.0,False,0.5800245561235294
25,30,75,0.7,0.0005,1.5,False,0.5800282284326205
30,50,125,0.8,0.002,3.0,True,0.5800337258219254
30,30,75,0.8,0.002,1.5,True,0.5800512581566843
30,50,100,0.5,0.001,1.5,False,0.5800527671647058
25,50,100,0.5,0.002,1.5,True,0.5800582629636364
20,30,75,0.8,0.001,1.5,True,0.5800607437454547
25,50,125,0.7,0.0005,1.5,False,0.5800700503727272
25,40,100,0.7,0.0005,3.0,True,0.5800725030962568
25,50,100,0.8,0.001,3.0,False,0.5800756458320854
30,50,75,0.5,0.002,3.0,False,0.5800770424796791
30,40,125,0.8,0.002,1.5,False,0.5800814665529412
25,40,100,0.7,0.001,3.0,True,0.5800924590342244
30,50,100,0.5,0.0005,1.5,False,0.5800967067941177
25,40,125,0.8,0.001,1.5,True,0.580100445959893
25,40,125,0.8,0.002,1.5,True,0.5801029629812834
20,30,75,0.7,0.0005,1.5,False,0.5801061035930482
25,40,125,0.8,0.0005,1.5,True,0.5801093184133689
20,40,100,0.8,0.002,2.2,False,0.5801096012411765
25,50,125,0.7,0.001,1.5,False,0.580113204164171
25,50,125,0.7,0.0005,2.2,True,0.5801155643278073
30,50,100,0.5,0.001,1.5,True,0.5801314479898393
30,50,100,0.5,0.0005,3.0,True,0.5801322915518715
25,40,100,0.7,0.002,3.0,True,0.580133662903743
20,50,75,0.5,0.001,2.2,False,0.5801378109352944
20,50,75,0.5,0.0005,2.2,False,0.5801401215411763
25,50,125,0.7,0.001,2.2,True,0.5801404749577537
20,50,75,0.5,0.002,2.2,False,0.58014609548877
30,50,100,0.5,0.001,3.0,True,0.5801478418839568
25,30,75,0.8,0.001,1.5,True,0.5801689726390371
30,30,75,0.7,0.0005,1.5,False,0.5801695175342249
30,50,100,0.5,0.002,3.0,True,0.5801810459470585
25,50,100,0.8,0.002,3.0,False,0.5801828476331548
20,50,75,0.5,0.002,1.5,False,0.5801839749235294
20,50,75,0.5,0.002,1.5,True,0.5801869867497323
25,50,100,0.5,0.001,1.5,True,0.5801903697
25,50,125,0.7,0.002,2.2,True,0.5801956358368983
30,30,100,0.8,0.002,1.5,True,0.5802036901347593
25,50,125,0.7,0.002,1.5,False,0.5802067953748665
25,50,75,0.5,0.002,1.5,True,0.5802088097368984
30,50,100,0.5,0.0005,1.5,True,0.5802272181935825
25,40,100,0.7,0.0005,2.2,False,0.5802322718796789
30,50,100,0.7,0.0005,3.0,False,0.5802385299513367
20,30,75,0.8,0.0005,1.5,True,0.5802445550326205
25,50,75,0.5,0.001,1.5,False,0.5802502611491975
20,50,100,0.5,0.002,1.5,True,0.5802579156513372
30,40,75,0.5,0.0005,3.0,False,0.5802654397352943
25,40,100,0.7,0.001,2.2,False,0.5802702240999998
25,50,100,0.5,0.0005,1.5,True,0.5802708132053478
25,30,100,0.8,0.0005,2.2,True,0.5802770624395727
30,50,75,0.5,0.001,1.5,False,0.5802794457711232
30,40,75,0.5,0.001,3.0,False,0.5802827081454547
25,30,100,0.8,0.001,2.2,True,0.5802843528262035
25,50,100,0.5,0.002,1.5,False,0.5802885257732618
30,50,100,0.7,0.001,3.0,False,0.5802891335609629
25,30,100,0.8,0.002,1.5,True,0.580291579195722
20,50,100,0.5,0.0005,2.2,True,0.5802949244486632
20,50,100,0.5,0.001,2.2,True,0.5802984012016041
25,30,100,0.8,0.002,2.2,True,0.5803056385508023
20,50,100,0.5,0.002,2.2,True,0.5803111203695187
20,30,100,0.8,0.002,1.5,False,0.5803133916160427
30,40,125,0.8,0.0005,2.2,True,0.5803139358962566
30,40,75,0.5,0.002,3.0,False,0.5803177164524065
30,50,125,0.8,0.0005,2.2,False,0.5803205077133691
25,50,100,0.5,0.001,1.5,False,0.5803240763636364
20,30,100,0.8,0.001,1.5,False,0.5803285470278076
30,40,125,0.8,0.001,2.2,True,0.5803392635636371
25,40,100,0.7,0.002,2.2,False,0.5803492116545452
20,30,100,0.8,0.0005,1.5,False,0.58035228135508
25,50,100,0.5,0.0005,1.5,False,0.5803540672770054
30,30,100,0.8,0.001,1.5,True,0.5803571264042781
30,40,100,0.8,0.0005,3.0,False,0.5803587408839571
20,50,100,0.5,0.001,1.5,True,0.5803651183272727
30,30,100,0.8,0.0005,2.2,False,0.5803692452598932
30,50,75,0.5,0.002,1.5,True,0.5803762316251335
25,30,75,0.8,0.0005,1.5,True,0.5803845095069518
30,50,125,0.8,0.001,2.2,False,0.5803864825026739
30,50,100,0.7,0.002,3.0,False,0.5803883968208552
30,40,125,0.8,0.002,2.2,True,0.5803912940631019
30,30,100,0.8,0.001,2.2,False,0.580402234614973
30,40,100,0.8,0.001,3.0,False,0.5804050170219252
20,40,75,0.5,0.002,2.2,False,0.5804082947866308
25,40,125,0.8,0.0005,1.5,False,0.5804114037540108
25,30,100,0.8,0.001,1.5,True,0.5804126682764705
25,50,125,0.8,0.0005,3.0,True,0.5804160019224598
20,40,75,0.5,0.001,2.2,False,0.5804164849834225
20,50,75,0.5,0.001,1.5,False,0.5804169692336897
25,50,75,0.5,0.0005,1.5,False,0.580418278499465
20,40,75,0.5,0.0005,2.2,False,0.5804249865187168
20,50,100,0.5,0.0005,1.5,True,0.5804314868775401
20,40,125,0.8,0.0005,1.5,True,0.5804384545914439
20,40,125,0.8,0.001,1.5,True,0.5804404350743313
25,50,125,0.8,0.001,3.0,True,0.5804496452299466
30,30,100,0.8,0.0005,1.5,True,0.5804544985962568
25,40,125,0.8,0.001,1.5,False,0.5804549224197859
30,30,75,0.8,0.001,1.5,True,0.5804632641454548
20,40,125,0.8,0.002,1.5,True,0.5804641899593582
30,30,100,0.8,0.002,2.2,False,0.5804711568005347
30,50,75,0.5,0.0005,1.5,False,0.5804722501155081
25,40,75,0.5,0.002,1.5,False,0.5804894309636363
25,30,100,0.8,0.0005,1.5,True,0.5804929532374329
20,50,75,0.5,0.001,1.5,True,0.5804931695010697
25,50,100,0.5,0.0005,3.0,True,0.5804942170593583
30,40,100,0.8,0.002,3.0,False,0.5804968307032087
25,50,100,0.5,0.001,3.0,True,0.580511937062032
25,50,125,0.8,0.002,3.0,True,0.5805157431540109
30,50,125,0.8,0.002,2.2,False,0.580517460645989
20,30,100,0.8,0.002,1.5,True,0.5805270576486631
30,40,75,0.5,0.002,1.5,False,0.5805301950245986
25,50,100,0.5,0.002,3.0,True,0.5805489229941175
25,50,75,0.5,0.0005,3.0,False,0.5805520720711229
25,40,125,0.8,0.002,1.5,False,0.580556964845989
25,50,75,0.5,0.001,1.5,True,0.5805585705101604
20,50,75,0.5,0.0005,1.5,False,0.5805609330962566
25,50,75,0.5,0.001,3.0,False,0.580581456930481
20,50,125,0.7,0.0005,2.2,True,0.5805828307262032
20,40,100,0.7,0.0005,3.0,True,0.580586687477005
30,30,100,0.8,0.0005,3.0,True,0.5806012320026734
20,40,100,0.7,0.001,3.0,True,0.5806076096941176
30,30,100,0.7,0.002,1.5,False,0.5806081234700533
20,50,125,0.7,0.001,2.2,True,0.580611861509091
20,30,100,0.8,0.001,1.5,True,0.5806148056352942
30,30,100,0.8,0.001,3.0,True,0.5806211639299464
20,40,75,0.5,0.002,1.5,False,0.5806303116310156
20,30,75,0.7,0.0005,3.0,False,0.5806381023385024
25,50,75,0.5,0.002,3.0,False,0.5806424251010692
20,50,125,0.7,0.0005,1.5,False,0.5806489698315508
20,40,100,0.7,0.002,3.0,True,0.5806508508347591
20,30,75,0.7,0.001,3.0,False,0.5806601466524066
30,30,100,0.8,0.002,3.0,True,0.5806614844037437
30,30,100,0.7,0.001,1.5,False,0.580663420609091
20,50,125,0.7,0.002,2.2,True,0.580671380982888
20,50,75,0.5,0.0005,1.5,True,0.5806731635256684
20,30,100,0.8,0.0005,1.5,True,0.5806761261812834
30,50,125,0.7,0.0005,3.0,True,0.5806787285529412
20,50,125,0.7,0.001,1.5,False,0.5806990283187168
20,30,75,0.7,0.002,3.0,False,0.580706323679679
30,30,100,0.7,0.0005,1.5,False,0.5807069481005349
30,30,75,0.8,0.0005,1.5,True,0.5807077279053476
30,50,125,0.7,0.001,3.0,True,0.580708861359358
25,40,125,0.8,0.0005,2.2,True,0.5807154571529409
20,30,100,0.8,0.0005,2.2,True,0.5807185481834227
20,30,100,0.8,0.001,2.2,True,0.5807304938197865
20,50,100,0.5,0.002,1.5,False,0.5807391522641716
20,30,75,0.7,0.002,1.5,True,0.5807432879171125
25,40,75,0.5,0.001,1.5,False,0.5807434326973265
25,40,125,0.8,0.001,2.2,True,0.5807444389668449
20,50,100,0.5,0.001,1.5,False,0.5807484581919786
30,40,125,0.7,0.002,1.5,True,0.5807486009711228
20,30,100,0.8,0.002,2.2,True,0.5807605216807484
25,50,75,0.5,0.0005,1.5,True,0.5807612843802138
30,40,125,0.7,0.001,1.5,True,0.5807626450903739
20,50,100,0.5,0.0005,1.5,False,0.5807646883240641
30,50,125,0.7,0.002,3.0,True,0.5807683753770051
30,50,75,0.5,0.001,1.5,True,0.5807712260641713
30,40,125,0.7,0.0005,1.5,True,0.5807803064941175
30,50,100,0.5,0.0005,2.2,False,0.5807829089577539
30,30,75,0.5,0.002,3.0,True,0.580786580537433
25,30,75,0.7,0.002,1.5,True,0.5807928287502678
30,30,75,0.5,0.001,3.0,True,0.5807968451593584
25,40,75,0.5,0.0005,3.0,False,0.5807974451631015
25,40,125,0.8,0.002,2.2,True,0.5808013051796791
30,30,75,0.5,0.0005,3.0,True,0.5808024044770055
20,50,125,0.7,0.002,1.5,False,0.5808079405866313
30,50,100,0.5,0.001,2.2,False,0.5808143426636365
25,40,75,0.5,0.001,3.0,False,0.5808181413304814
30,40,75,0.5,0.001,1.5,False,0.5808243644080217
20,40,75,0.5,0.001,1.5,False,0.5808503658513364
30,30,100,0.7,0.0005,2.2,True,0.5808574497090906
20,50,100,0.8,0.0005,3.0,False,0.5808581058229944
30,30,100,0.7,0.001,2.2,True,0.5808611253989303
25,40,75,0.5,0.002,3.0,False,0.5808616884315511
30,30,100,0.7,0.002,2.2,True,0.5808743690053477
30,50,100,0.5,0.002,2.2,False,0.5808793020791443
25,40,75,0.5,0.0005,1.5,False,0.5808974684593581
25,30,100,0.7,0.002,1.5,False,0.5809026872871659
20,50,100,0.8,0.001,3.0,False,0.5809108257502671
20,50,100,0.5,0.0005,3.0,True,0.5809186670219252
25,30,100,0.7,0.001,1.5,False,0.5809239279802138
20,40,100,0.7,0.0005,2.2,False,0.5809277541807485
25,50,100,0.7,0.0005,3.0,False,0.580928404950802
20,50,100,0.5,0.001,3.0,True,0.580937430706417
25,30,100,0.8,0.0005,2.2,False,0.5809419747283422
25,30,100,0.7,0.0005,1.5,False,0.580950683190374
20,50,125,0.8,0.0005,3.0,True,0.5809618785748663
20,40,100,0.7,0.001,2.2,False,0.5809684779967912
30,40,125,0.7,0.0005,1.5,False,0.5809691530176473
25,50,125,0.8,0.0005,2.2,False,0.5809734543390375
25,40,125,0.7,0.001,1.5,True,0.5809735865101607
20,50,100,0.5,0.002,3.0,True,0.5809748840716575
25,40,125,0.7,0.002,1.5,True,0.5809777694534759
25,40,125,0.7,0.0005,1.5,True,0.5809778266620321
30,40,100,0.5,0.002,2.2,True,0.5809785332909092
25,30,100,0.8,0.001,2.2,False,0.5809798638032087
25,50,100,0.7,0.001,3.0,False,0.5809801437957219
20,40,75,0.5,0.0005,1.5,False,0.5809852418893052
30,40,100,0.5,0.001,2.2,True,0.5809878660128347
20,50,125,0.8,0.001,3.0,True,0.5809934188101605
30,40,100,0.5,0.0005,2.2,True,0.5809948405850268
30,50,75,0.5,0.0005,1.5,True,0.5809986466491979
20,40,125,0.8,0.0005,1.5,False,0.5809992434577539
30,40,75,0.5,0.0005,1.5,False,0.5809995817855613
20,30,75,0.7,0.001,1.5,True,0.5810059887855613
30,40,125,0.7,0.001,1.5,False,0.5810061842406412
30,30,75,0.5,0.002,2.2,False,0.5810066575074866
30,30,75,0.7,0.002,1.5,True,0.5810095460887696
20,50,100,0.8,0.002,3.0,False,0.5810144252336901
30,30,75,0.5,0.001,2.2,False,0.5810361290294116
25,50,125,0.8,0.001,2.2,False,0.5810418252486632
20,40,100,0.7,0.002,2.2,False,0.5810511870796788
20,40,125,0.8,0.001,1.5,False,0.5810521381005344
30,30,75,0.5,0.0005,2.2,False,0.5810560686609627
20,50,125,0.8,0.002,3.0,True,0.581057460136364
25,30,100,0.8,0.002,2.2,False,0.5810584682149735
25,30,100,0.8,0.0005,3.0,True,0.5810620244294121
25,30,75,0.5,0.002,3.0,True,0.5810669049454548
25,30,75,0.5,0.001,3.0,True,0.5810697888689839
25,30,75,0.5,0.0005,3.0,True,0.5810730434224598
25,40,100,0.8,0.0005,3.0,False,0.581076010993048
25,50,100,0.7,0.002,3.0,False,0.581081791193048
25,30,100,0.8,0.001,3.0,True,0.581082827333155
30,40,125,0.7,0.002,1.5,False,0.581094143514973
25,30,75,0.7,0.001,1.5,True,0.5811101358946519
20,40,75,0.5,0.002,1.5,True,0.5811212860181821
25,40,100,0.8,0.001,3.0,False,0.58112267817754
25,50,125,0.7,0.0005,3.0,True,0.5811236815994653
25,30,100,0.8,0.002,3.0,True,0.5811247544524062
30,30,75,0.5,0.002,2.2,True,0.5811299535941178
30,40,125,0.7,0.0005,2.2,True,0.5811394829903741
25,50,125,0.7,0.001,3.0,True,0.5811541839208555
30,40,125,0.7,0.001,2.2,True,0.5811626807727276
25,30,100,0.7,0.0005,2.2,True,0.581163132509626
30,50,125,0.5,0.002,1.5,True,0.5811655302994654
20,30,75,0.7,0.0005,1.5,True,0.5811678403508018
30,30,100,0.7,0.002,1.5,True,0.5811681233326201
20,40,125,0.8,0.002,1.5,False,0.5811700676775404
25,30,100,0.7,0.001,2.2,True,0.5811721019165772
25,50,125,0.8,0.002,2.2,False,0.581178541872727
30,40,100,0.5,0.002,1.5,False,0.5811904676229946
25,30,100,0.7,0.002,2.2,True,0.5811940277941176
25,40,75,0.5,0.002,1.5,True,0.5811944567663103
30,30,75,0.5,0.001,2.2,True,0.5812081662513374
20,40,125,0.8,0.0005,2.2,True,0.5812085505614973
30,40,125,0.7,0.002,2.2,True,0.5812089178556149
30,50,125,0.5,0.001,1.5,True,0.5812126756882348
25,50,125,0.7,0.002,3.0,True,0.5812143902534762
25,40,100,0.8,0.002,3.0,False,0.5812150880668446
20,50,75,0.5,0.0005,3.0,False,0.5812171254197861
25,30,75,0.5,0.002,2.2,True,0.5812232074919786
30,40,100,0.5,0.001,1.5,False,0.5812310170117647
20,40,125,0.8,0.001,2.2,True,0.5812381896229945
30,50,125,0.5,0.0005,1.5,True,0.581242713952941
25,40,100,0.5,0.001,2.2,True,0.5812484615545453
20,50,75,0.5,0.001,3.0,False,0.5812484668641713
25,40,100,0.5,0.002,2.2,True,0.5812487227860964
25,40,100,0.5,0.0005,2.2,True,0.5812498340577541
30,30,75,0.5,0.0005,2.2,True,0.5812537264401071
30,50,125,0.7,0.0005,2.2,False,0.5812552238700536
25,30,100,0.7,0.002,1.5,True,0.5812591357679143
30,40,100,0.5,0.0005,1.5,False,0.581262800215508
20,40,125,0.7,0.0005,1.5,True,0.5812821967144386
20,40,125,0.7,0.001,1.5,True,0.5812828139727272
25,30,75,0.5,0.001,2.2,True,0.5812873252491979
25,50,100,0.5,0.0005,2.2,False,0.581288876993048
20,40,125,0.8,0.002,2.2,True,0.5812980362251338
20,40,125,0.7,0.002,1.5,True,0.5812993330513369
30,30,100,0.7,0.001,1.5,True,0.5813008171433155
25,30,75,0.7,0.0005,1.5,True,0.5813008846903741
30,40,100,0.7,0.0005,3.0,False,0.581310654262032
20,50,75,0.5,0.002,3.0,False,0.5813126561951871
30,50,125,0.7,0.001,2.2,False,0.5813172133946525
25,30,75,0.5,0.002,2.2,False,0.5813197705144384
25,50,100,0.5,0.001,2.2,False,0.5813254015422458
25,30,75,0.5,0.0005,2.2,True,0.5813254039342247
30,40,125,0.8,0.0005,3.0,True,0.5813296319026742
25,30,75,0.5,0.001,2.2,False,0.5813353053871659
25,30,75,0.5,0.0005,2.2,False,0.5813483498534759
30,40,100,0.7,0.001,3.0,False,0.5813536125689834
25,30,100,0.7,0.001,1.5,True,0.5813561754673798
20,30,100,0.7,0.001,1.5,False,0.5813570407914439
30,40,125,0.8,0.001,3.0,True,0.5813600206411763
25,50,125,0.5,0.002,1.5,True,0.581362626619786
20,30,100,0.7,0.002,1.5,False,0.5813636382192513
20,30,100,0.7,0.0005,1.5,False,0.5813674254267375
30,30,75,0.7,0.001,1.5,True,0.5813826945866312
30,30,100,0.7,0.0005,1.5,True,0.5813852594406418
25,40,125,0.7,0.0005,1.5,False,0.5813894208470591
30,40,100,0.5,0.002,1.5,True,0.5813903606652404
25,50,125,0.5,0.001,1.5,True,0.5813920942513368
30,30,100,0.7,0.0005,2.2,False,0.5813921921192512
20,40,75,0.5,0.001,1.5,True,0.581399351764171
25,50,100,0.5,0.002,2.2,False,0.581401932151337
30,40,75,0.5,0.002,1.5,True,0.581405130957754
25,50,125,0.5,0.0005,1.5,True,0.5814129500743317
30,40,125,0.8,0.002,3.0,True,0.5814187820315507
25,30,100,0.7,0.0005,1.5,True,0.5814217212962567
20,30,75,0.5,0.002,2.2,True,0.5814274915973262
30,30,100,0.7,0.001,2.2,False,0.5814279469342244
20,30,75,0.5,0.001,3.0,True,0.5814322123294116
20,30,75,0.5,0.0005,3.0,True,0.5814323698577538
30,40,100,0.5,0.0005,3.0,True,0.5814325402106952
20,30,75,0.5,0.002,3.0,True,0.5814334029037437
25,40,125,0.7,0.001,1.5,False,0.5814372274342247
30,50,125,0.7,0.002,2.2,False,0.5814395351139038
30,40,100,0.7,0.002,3.0,False,0.5814397433903741
20,40,75,0.5,0.0005,3.0,False,0.5814444475721928
30,40,100,0.5,0.001,3.0,True,0.581445262905882
30,30,100,0.7,0.0005,3.0,True,0.5814458357893048
25,40,100,0.5,0.002,1.5,True,0.5814501657310163
25,40,100,0.5,0.002,1.5,False,0.5814547269213902
30,30,100,0.7,0.001,3.0,True,0.5814642092524064
20,40,75,0.5,0.001,3.0,False,0.5814680827796793
30,40,100,0.5,0.002,3.0,True,0.5814707816379677
25,40,100,0.5,0.001,1.5,False,0.5814739470518715
20,30,100,0.7,0.002,1.5,True,0.581477782139572
20,30,75,0.5,0.001,2.2,True,0.5814801953946525
30,50,125,0.5,0.0005,2.2,True,0.581484084039572
25,40,100,0.5,0.0005,1.5,False,0.5814944102336898
30,50,125,0.5,0.001,2.2,True,0.5814987226513368
30,30,100,0.7,0.002,3.0,True,0.5815005337347596
30,30,100,0.7,0.002,2.2,False,0.5815010093181816
25,40,75,0.5,0.001,1.5,True,0.5815075303229942
20,30,75,0.5,0.0005,2.2,True,0.5815109316491978
25,40,125,0.7,0.0005,2.2,True,0.5815136482812833
20,40,75,0.5,0.002,3.0,False,0.5815169888828877
30,40,100,0.5,0.001,1.5,True,0.5815200206919783
30,50,125,0.5,0.002,2.2,True,0.581530571285027
25,40,125,0.7,0.001,2.2,True,0.5815393274647059
25,40,125,0.7,0.002,1.5,False,0.5815410527994651
20,30,100,0.7,0.001,1.5,True,0.5815442456074867
25,40,100,0.5,0.001,1.5,True,0.5815580696898394
20,40,75,0.5,0.0005,1.5,True,0.581563231595187
20,30,100,0.7,0.0005,2.2,True,0.5815712623598931
20,30,100,0.7,0.001,2.2,True,0.5815813626486631
30,30,125,0.8,0.002,1.5,True,0.5815889863048128
25,40,125,0.7,0.002,2.2,True,0.581590133493583
20,40,100,0.5,0.0005,2.2,True,0.5815908521732622
20,30,100,0.7,0.0005,1.5,True,0.5815922979754009
20,40,100,0.5,0.001,2.2,True,0.5815933859411763
30,40,100,0.5,0.0005,1.5,True,0.5815993126090908
20,40,100,0.5,0.002,2.2,True,0.5816007191112301
30,30,75,0.7,0.0005,1.5,True,0.5816038852368983
20,30,100,0.7,0.002,2.2,True,0.5816074077192512
20,30,100,0.8,0.0005,3.0,True,0.5816084384497324
20,40,100,0.5,0.002,1.5,True,0.5816165426818185
30,30,125,0.8,0.001,1.5,True,0.5816177057288774
30,30,75,0.5,0.0005,3.0,False,0.5816237688433153
25,40,100,0.5,0.0005,1.5,True,0.5816249557042779
