K_FACTOR_INITIAL,K_FACTOR_SETTLED,K_TRANSITION_GAMES,HOME_FIELD_ADVANTAGE,MOV_C1,MOV_C2,PRIOR_REGRESSION_FACTOR,RESET_PLAYED_PER_SEASON,ELO_TO_GOAL_RATIO,XG_ASYMMETRY_FACTOR,XG_BLEND_WEIGHT,MIN_XG,brier_F1,brier_F2,brier_F3,logloss_F1,logloss_F2,logloss_F3,accuracy_F1,accuracy_F2,accuracy_F3,n_F1,n_F2,n_F3,brier_mean,logloss_mean,accuracy_mean
30,35,15,30,0.002,2.0,0.1,False,75,0.75,0.5,0.3,0.5740419746745091,0.6075089495434001,0.4805284817193035,0.9782711477374222,1.0165462436142552,0.830805446992453,0.5319148936170213,0.5268817204301075,0.6382978723404256,94,93,94,0.5440187156313518,0.923675845303354,0.5825897963852665
60,35,5,30,0.0005,2.0,0.2,False,75,0.85,0.65,0.1,0.5778502170685706,0.6044195223673217,0.48420259932599224,0.982454688163721,1.0104955227427324,0.8366439909720552,0.5425531914893617,0.5161290322580645,0.6170212765957447,94,93,94,0.5443110608466569,0.9235697568573937,0.5665751544269046
50,35,15,40,0.002,2.0,0.2,False,125,1.0,0.5,0.2,0.5706298824645598,0.6003991978463064,0.48827420836188673,0.9690654079213123,1.0052904838471943,0.8425056371231342,0.5212765957446809,0.5591397849462365,0.6276595744680851,94,93,94,0.5443367031040965,0.9238980604851643,0.5933996797071608
30,35,15,30,0.0005,2.0,0.2,False,75,0.5,0.35,0.3,0.573607609802497,0.6013634822060906,0.4873423756692749,0.9729340828806409,1.0059290323899566,0.8415260926877118,0.5319148936170213,0.5268817204301075,0.6276595744680851,94,93,94,0.5443529289376827,0.9237275625388341,0.5772706474490963
50,35,8,40,0.002,2.0,0.2,False,75,1.0,0.65,0.3,0.573610797516789,0.6053729738261904,0.4833896984569716,0.9792250182459692,1.0139825750324565,0.8347604812529585,0.5319148936170213,0.5591397849462365,0.6276595744680851,94,93,94,0.544381336141581,0.9243715281427075,0.5933996797071608
50,35,15,30,0.0005,2.0,0.3,False,75,0.75,0.65,0.3,0.5775986356440752,0.600560163207369,0.4883111630439168,0.9793729161621317,1.0044673928949932,0.8428332167464572,0.5425531914893617,0.5268817204301075,0.6170212765957447,94,93,94,0.544435663125643,0.9236503048207252,0.5719514985129261
40,35,10,50,0.0005,2.0,0.3,False,50,0.65,0.65,0.2,0.5707358349760455,0.6017274523401437,0.4872055150208108,0.973388740375949,1.0090586824401722,0.8398790987178274,0.5425531914893617,0.5483870967741935,0.6170212765957447,94,93,94,0.5444664836804772,0.9244688905789997,0.5827041866849691
30,35,15,30,0.0005,3.0,0.3,False,50,0.75,0.5,0.2,0.5719575764009485,0.6059181540959822,0.4831018536019894,0.9782283535151264,1.0155160126418137,0.8334605689535424,0.5319148936170213,0.5483870967741935,0.6170212765957447,94,93,94,0.5445100038489857,0.924488290797678,0.5827041866849691
60,35,5,40,0.001,2.0,0.2,False,100,1.0,0.5,0.3,0.572403708846754,0.6052486566258197,0.48380000734720824,0.9777609663601828,1.0138589884330131,0.8353965349051731,0.5212765957446809,0.5483870967741935,0.6170212765957447,94,93,94,0.544524331986514,0.9246277616690931,0.5827041866849691
50,30,8,40,0.001,2.0,0.3,False,75,0.75,0.5,0.1,0.5704158986227381,0.6009562149502863,0.48825932465792976,0.9708719497622765,1.0067202169751823,0.8421322055368701,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.5446077698041081,0.9244262112560262,0.5826469915351178
30,20,10,30,0.001,2.0,0.4,False,50,0.75,0.5,0.3,0.5711054778447494,0.6010796574314339,0.4882901806697097,0.9736552972760171,1.007315687660889,0.8417471867868395,0.5212765957446809,0.5376344086021505,0.6170212765957447,94,93,94,0.5446849190505718,0.9245314372238642,0.5773278425989476
30,35,15,30,0.002,2.0,0.1,False,75,0.65,0.35,0.1,0.5721877980629688,0.6085258009015713,0.48089656889844795,0.9763536158893343,1.0185052343796301,0.8310860730030113,0.5319148936170213,0.5161290322580645,0.6382978723404256,94,93,94,0.5447111849000096,0.9247956536913207,0.577213452299245
30,35,10,50,0.001,2.0,0.3,False,50,0.5,0.5,0.1,0.5689155702125663,0.601153984713604,0.4885387756029227,0.9691968865701571,1.0082705363092928,0.8414134745305248,0.5531914893617021,0.5483870967741935,0.6063829787234043,94,93,94,0.5448463801582634,0.9248420054199088,0.5773850377487989
40,30,8,40,0.002,2.0,0.4,False,100,1.0,0.35,0.3,0.5704843259775882,0.6006580286238028,0.48918308793691334,0.9731273661767993,1.0074503103787242,0.8427172181220784,0.5531914893617021,0.5376344086021505,0.5957446808510638,94,93,94,0.544920558280358,0.9250837642504013,0.5666895447266072
40,35,8,30,0.002,2.0,0.3,False,100,0.75,0.5,0.1,0.5764955448678183,0.5993675713975825,0.490521304238355,0.976289521742467,1.0028600548869675,0.8463546200277439,0.5425531914893617,0.5268817204301075,0.6170212765957447,94,93,94,0.5449444378179688,0.9246073374573557,0.5719514985129261
40,35,10,30,0.001,2.0,0.2,False,100,1.0,0.65,0.1,0.5770923151163363,0.6024094101606547,0.4875544654264043,0.9783539807587976,1.00734916130946,0.8415868536045406,0.5425531914893617,0.5268817204301075,0.6170212765957447,94,93,94,0.5449819377935295,0.9244680074570003,0.5719514985129261
50,35,15,30,0.001,2.0,0.1,False,75,0.85,0.65,0.1,0.5765855027214688,0.6069597963985104,0.4830407275908983,0.9814509758238694,1.015041969152291,0.8349144715946885,0.5319148936170213,0.5161290322580645,0.6276595744680851,94,93,94,0.5450002619947043,0.9249782203734898,0.5718943033630748
40,25,10,30,0.002,2.0,0.4,False,50,0.65,0.35,0.3,0.5740181010275154,0.6053683688682251,0.48464734352993816,0.9870822236396882,1.0154098978282897,0.8368682920629843,0.5319148936170213,0.5268817204301075,0.6170212765957447,94,93,94,0.5450078561990817,0.926139094945637,0.5719514985129261
30,25,8,30,0.002,2.0,0.4,False,50,0.5,0.5,0.3,0.5739067593486813,0.5977215061875095,0.49229537916494526,0.9727747744929762,1.0008847284171791,0.8484913370882986,0.5212765957446809,0.5591397849462365,0.6276595744680851,94,93,94,0.5450084426762274,0.9246880327527389,0.5933996797071608
40,35,10,40,0.002,2.0,0.2,False,125,0.85,0.35,0.2,0.5692463261254087,0.6002289837926245,0.48986615014495716,0.9665152751423298,1.0050777444867234,0.8446726941535501,0.5319148936170213,0.5268817204301075,0.6170212765957447,94,93,94,0.5450475669687909,0.9248752193201367,0.5719514985129261
30,35,10,30,0.001,2.0,0.1,False,75,0.5,0.35,0.2,0.5723872661316369,0.603582668229296,0.4865301840476801,0.9713355604747279,1.0094585017563267,0.8402241064021587,0.5319148936170213,0.5268817204301075,0.6382978723404256,94,93,94,0.545056426138488,0.9248413040792427,0.5825897963852665
50,35,8,30,0.002,2.0,0.2,False,100,1.0,0.35,0.2,0.5757255483165565,0.6112681890359771,0.47911884727718446,0.992725564663196,1.0237375321415834,0.8291944955915976,0.5319148936170213,0.5161290322580645,0.6063829787234043,94,93,94,0.5451935181565808,0.9264660138665906,0.5612560054907344
60,35,5,50,0.002,2.0,0.4,False,50,0.75,0.65,0.1,0.5734639198196119,0.6020991683881408,0.48838961816348814,0.9803448013448928,1.010730951562504,0.84204821306775,0.5319148936170213,0.5376344086021505,0.6063829787234043,94,93,94,0.5452443932758144,0.926389582315127,0.5720086936627774
40,35,15,30,0.0005,3.0,0.2,False,50,0.75,0.65,0.3,0.5727861718651969,0.6045196161067536,0.48634720780300444,0.9745004133549958,1.0119253643202766,0.8389241220516002,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.545433411954879,0.9254247431859384,0.5826469915351178
60,25,5,30,0.0005,2.0,0.3,False,75,0.75,0.5,0.1,0.5740756848019541,0.6008259892387625,0.4900867201948637,0.9746809933392608,1.0053705991283224,0.8451723592796172,0.5212765957446809,0.5376344086021505,0.6276595744680851,94,93,94,0.5454563547168131,0.9252714792039698,0.5826469915351178
40,30,15,40,0.002,2.0,0.4,False,100,0.85,0.5,0.2,0.5717073485771037,0.5966818437785494,0.4943197138154076,0.9694290318323416,0.9997885361980503,0.8512575561552388,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.5455007787969786,0.9255230461766446,0.5826469915351178
40,35,8,30,0.002,2.0,0.4,True,75,0.65,0.2,0.3,0.5772021948953127,0.6034273649905014,0.4875748047627899,0.9914553938950459,1.0123258219897302,0.8437775303993821,0.5531914893617021,0.5376344086021505,0.6276595744680851,94,93,94,0.5455010848766457,0.9280516761945561,0.5826469915351178
50,35,10,50,0.001,2.0,0.3,False,50,0.85,0.8,0.1,0.5730458039090915,0.600168508845786,0.49087152184762667,0.9735050995982135,1.0052992029010768,0.845448862220787,0.5319148936170213,0.5483870967741935,0.6170212765957447,94,93,94,0.5455200153467064,0.9253740325609319,0.5827041866849691
60,30,15,30,0.001,2.0,0.4,False,75,0.5,0.35,0.1,0.5738723282415374,0.5969380942839085,0.4943151443547228,0.972695528043684,0.9995753936834124,0.8520307007820277,0.5212765957446809,0.5483870967741935,0.6170212765957447,94,93,94,0.5456266193193157,0.9258030472327201,0.5827041866849691
60,25,15,40,0.0005,2.0,0.3,True,75,0.5,0.2,0.2,0.5807279405766547,0.6057253992799215,0.4855581777454024,0.9951378394181138,1.0164089391261293,0.8425877736002443,0.5425531914893617,0.5268817204301075,0.6063829787234043,94,93,94,0.545641788512662,0.9294983563631868,0.5666323495767559
30,35,5,40,0.0005,2.0,0.4,False,50,0.75,0.8,0.1,0.577326632738514,0.5985787469451048,0.49299504087950113,0.9778334812790507,1.001990606555631,0.8487121767517034,0.5425531914893617,0.5376344086021505,0.6170212765957447,94,93,94,0.545786893912303,0.9253513916536672,0.5773278425989476
50,30,10,40,0.0005,2.0,0.2,False,75,0.85,0.65,0.1,0.5719002972000531,0.6025857469422571,0.4890573409486782,0.9719963098822467,1.0087016106639648,0.8432260123044117,0.5212765957446809,0.5483870967741935,0.6276595744680851,94,93,94,0.5458215439454677,0.9259638114841883,0.5880233356211393
30,30,10,30,0.001,2.0,0.2,False,75,0.5,0.2,0.1,0.5702787419184592,0.601652112807795,0.49001608472445857,0.9682106611791701,1.0066647054244895,0.8447739837735824,0.5212765957446809,0.5376344086021505,0.6276595744680851,94,93,94,0.5458340987661268,0.9257193445990359,0.5826469915351178
60,35,8,50,0.002,2.0,0.4,False,50,0.5,0.65,0.1,0.57215419943292,0.5972788374461642,0.49471622183938385,0.9705163107547609,1.000853349255407,0.8515517623669331,0.5212765957446809,0.5483870967741935,0.6170212765957447,94,93,94,0.545997529642774,0.9262025558111701,0.5827041866849691
40,35,10,30,0.0005,2.0,0.4,False,125,0.75,0.35,0.1,0.5771738094490577,0.597731779698322,0.49431667541389485,0.9767638270005801,1.000575197393251,0.8519911389824882,0.5319148936170213,0.5483870967741935,0.6170212765957447,94,93,94,0.5460242275561085,0.9262831681878696,0.5827041866849691
60,35,15,50,0.002,2.0,0.2,False,50,0.85,0.8,0.1,0.5725889387610499,0.6021813590965435,0.48988609545572315,0.9734195290176288,1.0086803148325412,0.8439582301991475,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.5460337272761333,0.9263192725158443,0.5826469915351178
50,25,8,30,0.002,2.0,0.3,False,75,0.65,0.2,0.1,0.5695089078424604,0.6025593797657234,0.48957501089830424,0.9704565218736326,1.0088906996253872,0.8439032099514628,0.5212765957446809,0.5161290322580645,0.6170212765957447,94,93,94,0.5460671953320138,0.926396954788425,0.5665751544269046
40,30,15,30,0.001,2.0,0.3,True,125,0.85,0.2,0.1,0.5755571095015415,0.601561529392927,0.4909047991828973,0.9801986431199649,1.0075633777583535,0.847670441991767,0.5319148936170213,0.5268817204301075,0.6170212765957447,94,93,94,0.5462331642879121,0.9276169098750602,0.5719514985129261
40,30,10,50,0.002,2.0,0.3,False,50,1.0,0.8,0.2,0.5712452757422789,0.600759882400569,0.4917678511572226,0.9710820698020972,1.0068378294326816,0.846350231128239,0.5212765957446809,0.5268817204301075,0.6170212765957447,94,93,94,0.5462638667788958,0.9265940302804603,0.5719514985129261
30,35,15,50,0.002,2.0,0.1,False,100,0.85,0.5,0.3,0.567373555213239,0.6031790911545595,0.4896978817387312,0.9644399828147346,1.0107606766747854,0.8434929454932663,0.5319148936170213,0.5376344086021505,0.6063829787234043,94,93,94,0.5464384864466454,0.9271268110840258,0.5720086936627774
50,25,15,30,0.001,2.0,0.4,True,125,0.75,0.2,0.3,0.5820463291167434,0.5990354001961324,0.4940855589192966,0.9874876811500467,1.0030870340981524,0.8538460785738189,0.5212765957446809,0.5268817204301075,0.6063829787234043,94,93,94,0.5465604795577146,0.9284665563359856,0.5666323495767559
60,35,15,40,0.001,3.0,0.3,False,100,1.0,0.5,0.3,0.5679687410534954,0.5992469795503639,0.49411096988867736,0.9650329546212237,1.004130765649255,0.8504455012907783,0.5319148936170213,0.5268817204301075,0.6170212765957447,94,93,94,0.5466789747195206,0.9272881334700167,0.5719514985129261
50,25,8,40,0.001,2.0,0.3,False,50,0.65,0.65,0.3,0.5712160599032632,0.6009270944375015,0.49247430463638775,0.9706214690166513,1.0063514775478786,0.8480810998897953,0.5212765957446809,0.5376344086021505,0.6170212765957447,94,93,94,0.5467006995369446,0.9272162887188369,0.5773278425989476
40,30,15,50,0.002,2.0,0.3,False,100,1.0,0.5,0.3,0.5673715178175122,0.6006488080625179,0.4929802458790245,0.9654299064990126,1.0073415788156486,0.8481009557325524,0.5531914893617021,0.5483870967741935,0.5957446808510638,94,93,94,0.5468145269707712,0.9277212672741004,0.5720658888126287
40,35,8,40,0.0005,2.0,0.1,False,50,0.75,0.8,0.2,0.5757317155076811,0.6040148080949383,0.48971624208498293,0.9764817409365634,1.0104279837732075,0.8438767088053927,0.5425531914893617,0.5376344086021505,0.6170212765957447,94,93,94,0.5468655250899607,0.9271523462893001,0.5773278425989476
50,30,10,30,0.002,2.0,0.3,True,125,0.85,0.2,0.3,0.5782983523294342,0.6037508162377436,0.49013774421329337,0.9849096564651527,1.0105170323268613,0.8476973207656014,0.5212765957446809,0.5161290322580645,0.6170212765957447,94,93,94,0.5469442802255184,0.9291071765462313,0.5665751544269046
30,35,10,60,0.001,2.0,0.2,False,50,0.5,0.65,0.2,0.5681541649712399,0.6001164370570529,0.49379574658314707,0.9647453014989893,1.0058355851480933,0.8493481813606361,0.5531914893617021,0.5376344086021505,0.6170212765957447,94,93,94,0.5469560918201,0.9275918832543647,0.5773278425989476
50,35,15,60,0.002,2.0,0.2,False,50,0.5,0.65,0.1,0.5677413310990487,0.6002546739035609,0.49389659556938964,0.9644523729978441,1.0062161387591912,0.849610444937815,0.5425531914893617,0.5268817204301075,0.6170212765957447,94,93,94,0.5470756347364752,0.9279132918485031,0.5719514985129261
50,30,8,30,0.002,2.0,0.1,False,75,0.5,0.35,0.1,0.5712793223992412,0.6036816525972701,0.4905422098896355,0.9692726615999344,1.0094673317716538,0.8462377708228953,0.5319148936170213,0.5161290322580645,0.6170212765957447,94,93,94,0.5471119312434528,0.9278525512972746,0.5665751544269046
50,35,15,30,0.001,2.0,0.2,False,50,0.65,0.5,0.2,0.5801287770262138,0.6160926737885034,0.47831173004868793,1.0019891973052588,1.0336513611092817,0.8293649215388552,0.5319148936170213,0.5268817204301075,0.6170212765957447,94,93,94,0.5472022019185957,0.9315081413240685,0.5719514985129261
40,25,15,30,0.0005,2.0,0.1,False,75,0.85,0.65,0.1,0.5737142064471423,0.6046405839745198,0.48990341425800144,0.973709348734821,1.0114666453117491,0.8445326022091869,0.5319148936170213,0.5161290322580645,0.6276595744680851,94,93,94,0.5472719991162607,0.927999623760468,0.5718943033630748
60,35,8,40,0.001,2.0,0.2,False,100,0.65,0.5,0.1,0.5727313654177209,0.6001941841330343,0.4943582348947174,0.9705257176629574,1.0044212440249316,0.851653791388473,0.5319148936170213,0.5376344086021505,0.6170212765957447,94,93,94,0.5472762095138759,0.9280375177067023,0.5773278425989476
30,35,8,40,0.001,3.0,0.3,False,100,1.0,0.5,0.2,0.568873060009195,0.59922668668733,0.49533237675578495,0.9651797426030956,1.0037702910634447,0.8520463659594276,0.5425531914893617,0.5376344086021505,0.6063829787234043,94,93,94,0.5472795317215575,0.9279083285114362,0.5720086936627774
30,35,5,60,0.0005,2.0,0.1,False,75,0.75,0.65,0.2,0.5673421855895463,0.6024485544091263,0.49222186756579334,0.9640090692225564,1.0097315075432032,0.8470248154626946,0.5531914893617021,0.5268817204301075,0.6063829787234043,94,93,94,0.5473352109874599,0.9283781615029489,0.5666323495767559
40,35,5,40,0.002,2.0,0.1,False,75,0.85,0.5,0.3,0.5720819914181196,0.6118568109029489,0.4828178343337698,0.9816138913899881,1.0272343915197257,0.8334455851036073,0.5212765957446809,0.5376344086021505,0.6170212765957447,94,93,94,0.5473373226183593,0.9303399883116665,0.5773278425989476
50,35,10,60,0.0005,2.0,0.4,False,125,1.0,0.5,0.1,0.568238756780985,0.5975739618468058,0.49739902840396516,0.9651283829646647,1.0022382321069927,0.8549005553684652,0.574468085106383,0.5483870967741935,0.5957446808510638,94,93,94,0.5474864951253855,0.928569393737729,0.5720658888126287
60,30,8,40,0.0005,2.0,0.2,False,100,0.65,0.35,0.3,0.5687397699928102,0.6009014782757686,0.49407700376169283,0.9655590507821413,1.005845031626197,0.851095137850023,0.5212765957446809,0.5268817204301075,0.6170212765957447,94,93,94,0.5474892410187306,0.92847008473811,0.5719514985129261
60,30,15,40,0.0005,2.0,0.4,True,100,0.75,0.35,0.2,0.583390212783992,0.6037662077772968,0.49123158611448847,1.0035459050298747,1.015990344466831,0.8548628229981782,0.5425531914893617,0.5591397849462365,0.6063829787234043,94,93,94,0.5474988969458927,0.9354265837325046,0.5827613818348204
40,35,15,40,0.001,2.0,0.1,False,50,0.75,0.65,0.2,0.5748641339097483,0.613092699264858,0.4819772321638222,0.989319033105918,1.0295847062848569,0.8325831823696909,0.5212765957446809,0.5376344086021505,0.6170212765957447,94,93,94,0.5475349657143401,0.9310839443272738,0.5773278425989476
30,25,10,30,0.002,2.0,0.3,False,100,0.85,0.5,0.3,0.5743101705049998,0.5993245535133993,0.4957649676192316,0.9724473125363865,1.003085135383439,0.8535496291065219,0.5319148936170213,0.5483870967741935,0.6276595744680851,94,93,94,0.5475447605663155,0.9283173822449804,0.5880233356211393
60,30,5,30,0.002,3.0,0.4,False,100,1.0,0.2,0.1,0.5700873819089655,0.5995722425033165,0.4955937552996881,0.9688156744132619,1.004652048544721,0.8520642072432192,0.5638297872340425,0.5483870967741935,0.5957446808510638,94,93,94,0.5475829989015023,0.9283581278939701,0.5720658888126287
40,35,15,30,0.001,4.0,0.2,False,50,0.65,0.5,0.1,0.5679780637447714,0.60326666765898,0.49190497165071934,0.9651346118766129,1.0102838779961125,0.8468950082973984,0.5212765957446809,0.5268817204301075,0.6170212765957447,94,93,94,0.5475858196548496,0.9285894431467554,0.5719514985129261
50,20,15,30,0.0005,2.0,0.3,False,125,1.0,0.35,0.1,0.5690891790539722,0.5983316197145272,0.49684374670519976,0.9659471725603253,1.0020692711079942,0.8551317504076946,0.5106382978723404,0.5161290322580645,0.6276595744680851,94,93,94,0.5475876832098635,0.9286005107578443,0.5718943033630748
40,30,10,50,0.002,2.0,0.1,False,75,0.85,0.65,0.1,0.5681348545702046,0.6036665082839011,0.4915373854030972,0.9654759255656845,1.0114384063408932,0.8461351279497602,0.5319148936170213,0.5268817204301075,0.6063829787234043,94,93,94,0.5476019468434992,0.9287867671453267,0.5666323495767559
30,35,10,50,0.002,2.0,0.4,False,50,0.65,0.5,0.2,0.5729242933403105,0.6056292544547561,0.48970595277443774,0.9830686728278762,1.0185759136174501,0.8428482362358424,0.5638297872340425,0.5376344086021505,0.5851063829787234,94,93,94,0.5476676036145969,0.9307120749266462,0.561370395790437
40,35,8,50,0.002,2.0,0.1,False,100,0.85,0.65,0.3,0.5711133660406764,0.60096746813238,0.4943693297769478,0.9680025319253664,1.0061359948489226,0.8508312390049455,0.5212765957446809,0.5268817204301075,0.6170212765957447,94,93,94,0.5476683989546639,0.928483616926934,0.5719514985129261
60,35,15,60,0.002,2.0,0.3,False,100,0.85,0.5,0.2,0.5666051605668747,0.6000279175167897,0.4954534250208956,0.9638803278660697,1.0066564125956854,0.8518495468075358,0.5638297872340425,0.5483870967741935,0.5851063829787234,94,93,94,0.5477406712688426,0.9292529797016106,0.5667467398764585
50,30,8,50,0.0005,2.0,0.2,False,75,1.0,0.65,0.1,0.5696396385465918,0.6056351307305015,0.4899103944504852,0.9717564408074147,1.015656587291084,0.843766521917273,0.5425531914893617,0.5268817204301075,0.6170212765957447,94,93,94,0.5477727625904933,0.9297115546041785,0.5719514985129261
30,35,15,50,0.001,2.0,0.3,False,75,1.0,0.8,0.3,0.5749317969499685,0.599053466523116,0.49651439995441293,0.9735500263986502,1.0030238416580755,0.8534662852247877,0.5425531914893617,0.5376344086021505,0.6276595744680851,94,93,94,0.5477839332387644,0.9282450634414317,0.5826469915351178
30,35,15,50,0.002,2.0,0.1,False,125,0.85,0.35,0.2,0.5661507159889692,0.6027921333429126,0.49292858356380853,0.9616765202324213,1.0098420123323173,0.848213499277232,0.5531914893617021,0.5268817204301075,0.6276595744680851,94,93,94,0.5478603584533606,0.9290277558047746,0.5772706474490963
30,25,15,40,0.002,2.0,0.2,False,75,0.65,0.35,0.3,0.5660458084874227,0.6020934325678045,0.4936744582232159,0.9620942892357345,1.0087175358202467,0.8493025328300643,0.5531914893617021,0.5268817204301075,0.6170212765957447,94,93,94,0.5478839453955102,0.9290100343251555,0.5719514985129261
40,30,10,60,0.0005,2.0,0.4,False,50,0.85,0.8,0.2,0.5703861336055429,0.598042613173607,0.49778583416810923,0.968131907485299,1.0025450428424858,0.8549938940881969,0.5531914893617021,0.5483870967741935,0.6063829787234043,94,93,94,0.5479142236708581,0.9287694684653414,0.5773850377487989
40,25,10,30,0.0005,2.0,0.2,False,125,1.0,0.5,0.3,0.5732348723016318,0.6013870236687542,0.49447855184558726,0.9713475265006885,1.006041381283587,0.8517041416371288,0.5319148936170213,0.5161290322580645,0.6170212765957447,94,93,94,0.5479327877571707,0.928872761460358,0.5665751544269046
30,30,15,50,0.0005,2.0,0.4,False,50,0.75,0.8,0.3,0.573886028055264,0.5978309677334224,0.4980619612574778,0.9721558375383293,1.0013914458962516,0.8555780327157806,0.5319148936170213,0.5376344086021505,0.6170212765957447,94,93,94,0.5479464644954501,0.928484739306016,0.5773278425989476
60,35,10,50,0.0005,2.0,0.2,False,125,1.0,0.65,0.2,0.5719744243443781,0.5999315039321028,0.49608670414733125,0.9694229569089948,1.0043380704005909,0.8534925003284832,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.548009104039717,0.928915285364537,0.5826469915351178
50,35,8,40,0.002,3.0,0.4,False,100,1.0,0.35,0.3,0.5684484982693756,0.5997505167339918,0.49648142762082703,0.9662187208454757,1.005408554582433,0.8532394205190084,0.5638297872340425,0.5376344086021505,0.5851063829787234,94,93,94,0.5481159721774094,0.9293239875507207,0.561370395790437
30,35,8,30,0.0005,3.0,0.1,False,75,0.65,0.5,0.3,0.5720026352894628,0.603112252890033,0.4932523613860793,0.9693687202497644,1.0089208284025315,0.8496706961056162,0.5212765957446809,0.5483870967741935,0.6276595744680851,94,93,94,0.5481823071380562,0.9292957622540738,0.5880233356211393
60,35,8,30,0.002,3.0,0.1,False,75,0.65,0.35,0.2,0.5684882578006807,0.6065241499472055,0.4898516094132618,0.9668787081561573,1.0148548816446554,0.8444863799573588,0.5212765957446809,0.5053763440860215,0.6276595744680851,94,93,94,0.5481878796802336,0.9296706308010071,0.5665179592770533
60,30,8,50,0.002,2.0,0.2,False,125,1.0,0.5,0.3,0.5675223292027306,0.6010143121062439,0.4955831221877231,0.9636693701268437,1.0066582060119043,0.8526270226714057,0.5319148936170213,0.5376344086021505,0.6276595744680851,94,93,94,0.5482987171469835,0.929642614341655,0.5826469915351178
60,35,15,30,0.0005,3.0,0.3,False,125,1.0,0.5,0.2,0.5737396984791122,0.5990723692264261,0.49759974428411746,0.9716873426171054,1.0027284804225545,0.8561722375778005,0.5212765957446809,0.5268817204301075,0.6276595744680851,94,93,94,0.5483360567552718,0.9294503590001775,0.5772706474490963
